,accuracy_diff_4.pkl,accuracy_diff_1.pkl,accuracy_diff_2.pkl,accuracy_diff_3.pkl,r2_diff_2.pkl,r2_diff_3.pkl,r2_diff_1.pkl,r2_diff_4.pkl,rank_total,rank_fin
GTF3A.rescaled,5315.5,5268.5,5267.5,5315.5,12523.0,12666.0,12953.0,12713.0,72022.0,0.4052062461706602
INTS3.rescaled,5315.5,5268.5,5267.5,5315.5,13102.0,12698.0,13163.0,11895.0,72025.0,0.4051814072099223
DPT.rescaled,5315.5,5268.5,5267.5,5315.5,12725.0,12910.0,12126.0,13103.0,72031.0,0.4051317292884465
STXBP1.rescaled,5315.5,5268.5,5267.5,5315.5,12650.0,12205.0,12695.0,13317.0,72034.0,0.4051068903277086
TCEA3.rescaled,5315.5,5268.5,5267.5,10462.0,11111.0,9381.0,12651.0,12579.0,72035.5,0.4050944708473397
CDHR1.rescaled,5315.5,5268.5,5267.5,5315.5,12933.0,12494.0,12909.0,12535.0,72038.0,0.4050737717133915
BARX2.rescaled,5315.5,10450.5,5267.5,10462.0,9505.0,10044.0,8995.0,12008.0,72047.5,0.4049951150043882
CMTM1.rescaled,5315.5,5268.5,10433.5,5315.5,10410.0,11536.0,12364.0,11408.0,72051.0,0.4049661362168607
SKOR1.rescaled,12708.5,12710.0,5267.5,12172.0,4438.0,12281.0,9357.0,3135.0,72069.0,0.4048171024524334
NUDT1.rescaled,5315.5,533.5,5267.5,5315.5,14225.0,14153.0,14088.0,13175.0,72073.0,0.4047839838381162
HIGD1A.rescaled,5315.5,5268.5,5267.5,5315.5,12709.0,12590.0,12136.0,13471.0,72073.0,0.4047839838381162
ZNF257.rescaled,5315.5,5268.5,5267.5,5315.5,12379.0,13091.0,12873.0,12574.0,72084.0,0.404692907648744
CD177.rescaled,12456.0,10450.5,13129.0,11804.5,5353.0,3387.0,7518.0,7994.0,72092.0,0.4046266704201096
FSTL1.rescaled,5315.5,5268.5,5267.5,5315.5,12569.0,12934.0,12675.0,12748.0,72093.0,0.4046183907665303
UPK2.rescaled,5315.5,5268.5,5267.5,5315.5,11171.0,13257.0,13408.0,13094.0,72097.0,0.4045852721522132
ZNF302.rescaled,5315.5,5268.5,5267.5,5315.5,12880.0,12855.0,12591.0,12607.0,72100.0,0.4045604331914753
RNH1.rescaled,5315.5,10450.5,5267.5,5315.5,11910.0,11246.0,11534.0,11062.0,72101.0,0.404552153537896
MFSD11.rescaled,5315.5,11316.5,5267.5,10462.0,10531.0,10415.0,10564.0,8234.0,72105.5,0.4045148950967892
FHOD1.rescaled,11804.0,5268.5,5267.5,11804.5,10662.0,10262.0,8447.0,8600.0,72115.5,0.4044320985609961
CYP3A5.rescaled,5315.5,5268.5,5267.5,5315.5,13014.0,12595.0,12630.0,12737.0,72143.0,0.4042044080875656
DGCR6L.rescaled,12456.0,13115.5,11785.5,12691.5,5426.0,5486.0,6249.0,4935.0,72144.5,0.4041919886071966
STAB2.rescaled,5315.5,5268.5,5267.5,5315.5,12642.0,13905.0,12573.0,11866.0,72153.0,0.4041216115517726
FAM120C.rescaled,5315.5,10450.5,11785.5,11279.5,10946.0,4370.0,10174.0,7832.0,72153.0,0.4041216115517726
SORBS2.rescaled,14330.0,14004.5,14440.5,14649.0,2274.0,2059.0,2637.0,7760.0,72154.0,0.4041133318981934
RABAC1.rescaled,5315.5,11811.0,11275.5,12455.5,8749.0,7125.0,7286.0,8140.0,72157.5,0.4040843531106658
MXRA5.rescaled,5315.5,5268.5,5267.5,5315.5,12671.0,12631.0,12080.0,13616.0,72165.0,0.4040222557088211
RASGRP1.rescaled,11311.0,11811.0,10433.5,5315.5,7981.0,6594.0,8553.0,10175.0,72174.0,0.4039477388266075
RAB11A.rescaled,11311.0,10450.5,5267.5,550.0,9374.0,12701.0,10580.0,11942.0,72176.0,0.4039311795194489
CDK20.rescaled,5315.5,5268.5,10433.5,10462.0,10212.0,9630.0,9710.0,11152.0,72183.5,0.4038690821176042
STK4.rescaled,5315.5,5268.5,5267.5,5315.5,13189.0,11855.0,13104.0,12880.0,72195.0,0.4037738661014423
BEST3.rescaled,5315.5,5268.5,5267.5,5315.5,12436.0,12643.0,12012.0,13941.0,72199.0,0.4037407474871252
BASP1.rescaled,5315.5,5268.5,5267.5,5315.5,12735.0,12892.0,12662.0,12750.0,72206.0,0.4036827899120701
STX12.rescaled,5315.5,5268.5,5267.5,5315.5,12803.0,12863.0,12724.0,12650.0,72207.0,0.4036745102584907
TRAM1L1.rescaled,12161.0,12458.0,12442.0,11279.5,3716.0,6840.0,6612.0,6700.0,72208.5,0.4036620907781219
SSBP1.rescaled,5315.5,5268.5,5267.5,5315.5,12867.0,12813.0,13031.0,12332.0,72210.0,0.4036496712977528
GNRH2.rescaled,5315.5,5268.5,5267.5,5315.5,13606.0,12469.0,12773.0,12199.0,72214.0,0.4036165526834357
USP12.rescaled,5315.5,5268.5,5267.5,5315.5,12875.0,13010.0,12721.0,12442.0,72215.0,0.4036082730298564
NOVA1.rescaled,5315.5,5268.5,5267.5,5315.5,12724.0,13046.0,12845.0,12436.0,72218.0,0.4035834340691185
GPT2.rescaled,5315.5,5268.5,5267.5,5315.5,12818.0,12802.0,12944.0,12490.0,72221.0,0.4035585951083806
PUSL1.rescaled,5315.5,5268.5,5267.5,5315.5,12553.0,12726.0,12764.0,13014.0,72224.0,0.4035337561476427
C14orf132.rescaled,14228.0,14760.0,14651.0,14854.5,2863.0,3483.0,3709.0,3681.0,72229.5,0.4034882180529566
HDAC4.rescaled,14739.0,15007.5,14944.0,15096.5,2118.0,4228.0,1931.0,4167.0,72231.0,0.4034757985725877
CYSLTR2.rescaled,5315.5,5268.5,5267.5,5315.5,12572.0,12156.0,13359.0,12978.0,72232.0,0.4034675189190084
PNRC1.rescaled,5315.5,5268.5,5267.5,5315.5,12963.0,12476.0,12947.0,12689.0,72242.0,0.4033847223832154
RAB5A.rescaled,12922.5,13455.0,12935.0,13277.5,4837.0,4534.0,4458.0,5825.0,72244.0,0.4033681630760569
ZNF578.rescaled,5315.5,5268.5,5267.5,5315.5,12788.0,12960.0,12498.0,12837.0,72250.0,0.4033184851545811
IGSF5.rescaled,5315.5,5268.5,5267.5,5315.5,13471.0,13147.0,11766.0,12704.0,72255.0,0.4032770868866846
ADD3.rescaled,5315.5,5268.5,5267.5,5315.5,12758.0,12715.0,12832.0,12793.0,72265.0,0.4031942903508917
CXCL1.rescaled,12922.5,13455.0,13293.0,13738.5,3974.0,5127.0,3315.0,6444.0,72269.0,0.4031611717365745
PIGT.rescaled,13299.0,14004.5,13600.5,13602.0,5637.0,4133.0,4449.0,3546.0,72271.0,0.4031446124294159
GRAMD4.rescaled,10495.0,5268.5,5267.5,5315.5,11629.0,11180.0,12335.0,10785.0,72275.5,0.4031073539883091
OSTC.rescaled,5315.5,5268.5,5267.5,10462.0,10784.0,12029.0,11547.0,11611.0,72284.5,0.4030328371060955
PLEKHA1.rescaled,10495.0,10450.5,5267.5,10462.0,8763.0,8652.0,9868.0,8332.0,72290.0,0.4029872990114094
PTGR2.rescaled,5315.5,5268.5,5267.5,5315.5,12558.0,12613.0,12562.0,13397.0,72297.0,0.4029293414363543
C1QTNF2.rescaled,5315.5,5268.5,5267.5,5315.5,12989.0,12210.0,12826.0,13110.0,72302.0,0.4028879431684579
SLC27A2.rescaled,14739.0,15091.0,14944.0,15030.5,2486.0,2820.0,5012.0,2183.0,72305.5,0.4028589643809303
PERP.rescaled,5315.5,5268.5,5267.5,5315.5,12591.0,12952.0,12723.0,12875.0,72308.0,0.4028382652469821
RGS3.rescaled,5315.5,10450.5,5267.5,5315.5,10757.0,12289.0,12039.0,10878.0,72312.0,0.4028051466326648
DKKL1.rescaled,5315.5,5268.5,5267.5,5315.5,11973.0,12826.0,13136.0,13213.0,72315.0,0.4027803076719269
SH3D19.rescaled,5315.5,5268.5,5267.5,5315.5,13026.0,12782.0,12730.0,12614.0,72319.0,0.4027471890576098
TIMM13.rescaled,5315.5,5268.5,5267.5,5315.5,13250.0,11592.0,13077.0,13236.0,72322.0,0.4027223500968719
SMTNL1.rescaled,11311.0,11811.0,11785.5,10462.0,4227.0,7553.0,8436.0,6741.0,72326.5,0.4026850916557651
C10orf67.rescaled,5315.5,5268.5,524.5,5315.5,14109.0,14231.0,14184.0,13381.0,72329.0,0.4026643925218168
PTP4A2.rescaled,10495.0,533.5,524.5,5315.5,14757.0,13758.0,13993.0,12973.0,72349.5,0.4024946596234413
GJB6.rescaled,5315.5,5268.5,5267.5,5315.5,13395.0,12420.0,12360.0,13010.0,72352.0,0.4024739604894931
TBC1D4.rescaled,5315.5,5268.5,5267.5,5315.5,12711.0,12841.0,12946.0,12691.0,72356.0,0.4024408418751759
C19orf47.rescaled,5315.5,10450.5,11785.5,10462.0,8058.0,8411.0,8759.0,9116.0,72357.5,0.402428422394807
RPS15A.rescaled,5315.5,5268.5,5267.5,5315.5,12476.0,13208.0,12203.0,13305.0,72359.0,0.402416002914438
GPR31.rescaled,5315.5,5268.5,524.5,5315.5,13933.0,14411.0,13767.0,13828.0,72363.0,0.4023828843001209
METTL3.rescaled,5315.5,5268.5,5267.5,10462.0,12201.0,10942.0,11917.0,10999.0,72372.5,0.4023042275911176
C1S.rescaled,5315.5,5268.5,5267.5,5315.5,12532.0,12753.0,12871.0,13052.0,72375.0,0.4022835284571693
LINGO4.rescaled,5315.5,5268.5,5267.5,5315.5,13443.0,12633.0,13384.0,11756.0,72383.0,0.402217291228535
CDH20.rescaled,5315.5,5268.5,5267.5,5315.5,12637.0,12515.0,13208.0,12866.0,72393.0,0.4021344946927421
SOX11.rescaled,13868.0,12928.0,12701.5,13602.0,13591.0,2135.0,2495.0,1080.0,72400.5,0.4020723972908974
PRICKLE1.rescaled,5315.5,5268.5,5267.5,5315.5,13144.0,12761.0,12847.0,12488.0,72407.0,0.402018579542632
ERGIC2.rescaled,5315.5,5268.5,5267.5,5315.5,12504.0,13180.0,12558.0,13007.0,72416.0,0.4019440626604182
EPG5.rescaled,5315.5,10450.5,10433.5,10462.0,10239.0,6267.0,9853.0,9409.0,72429.5,0.4018322873370978
CAMK2A.rescaled,13868.0,13748.0,13129.0,13602.0,5125.0,6494.0,2299.0,4165.0,72430.0,0.4018281475103081
CCDC157.rescaled,5315.5,5268.5,5267.5,5315.5,12600.0,13345.0,12902.0,12418.0,72432.0,0.4018115882031495
SLC35F2.rescaled,5315.5,5268.5,5267.5,5315.5,12590.0,12870.0,12594.0,13212.0,72433.0,0.4018033085495702
BTBD11.rescaled,13590.5,13288.5,13129.0,13738.5,4389.0,4539.0,4572.0,5206.0,72452.5,0.401641855304774
CNTRL.rescaled,5315.5,5268.5,5267.5,5315.5,13050.0,13171.0,12719.0,12369.0,72476.0,0.4014472834456606
CHFR.rescaled,11311.0,10450.5,11785.5,12172.0,5422.0,7404.0,6425.0,7506.0,72476.0,0.4014472834456606
MYO3A.rescaled,5315.5,5268.5,5267.5,5315.5,12887.0,12571.0,13220.0,12634.0,72479.0,0.4014224444849227
ENPP6.rescaled,12456.0,12710.0,12155.5,11804.5,5147.0,5696.0,6889.0,5628.0,72486.0,0.4013644869098677
TRAM1.rescaled,5315.5,11316.5,5267.5,5315.5,10426.0,11945.0,11646.0,11260.0,72492.0,0.4013148089883919
TMEM101.rescaled,5315.5,5268.5,5267.5,5315.5,12552.0,12707.0,12795.0,13274.0,72495.0,0.4012899700276541
FBXL3.rescaled,12708.5,12168.0,12442.0,12691.5,5731.0,4954.0,5099.0,6704.0,72498.0,0.4012651310669162
ANGPTL5.rescaled,5315.5,5268.5,5267.5,5315.5,12868.0,12644.0,13033.0,12792.0,72504.0,0.4012154531454404
FBL.rescaled,540.0,5268.5,5267.5,5315.5,14314.0,14330.0,13756.0,13714.0,72505.5,0.4012030336650715
EIF2S3.rescaled,5315.5,5268.5,5267.5,5315.5,13025.0,12405.0,13119.0,12790.0,72506.0,0.4011988938382818
ZNF841.rescaled,5315.5,5268.5,5267.5,5315.5,13002.0,12805.0,12679.0,12862.0,72515.0,0.4011243769560682
CYP26C1.rescaled,5315.5,5268.5,5267.5,5315.5,13070.0,12745.0,12789.0,12746.0,72517.0,0.4011078176489095
MAGI1.rescaled,5315.5,5268.5,5267.5,5315.5,13322.0,12803.0,12855.0,12379.0,72526.0,0.4010333007666959
BIRC3.rescaled,14644.5,14665.0,14547.0,14538.5,3728.0,4704.0,2610.0,3099.0,72536.0,0.4009505042309029
TIMP2.rescaled,5315.5,5268.5,5267.5,5315.5,13027.0,13058.0,12209.0,13076.0,72537.0,0.4009422245773236
HSPB1.rescaled,12708.5,13881.0,13450.5,12455.5,1928.0,12390.0,2838.0,2886.0,72537.5,0.400938084750534
MPI.rescaled,5315.5,5268.5,5267.5,5315.5,12253.0,13326.0,12869.0,12925.0,72540.0,0.4009173856165858
ACAD10.rescaled,14430.0,14665.0,14753.0,14312.0,1834.0,3128.0,4014.0,5417.0,72553.0,0.4008097501200549
PDE1C.rescaled,5315.5,5268.5,5267.5,5315.5,12917.0,12799.0,12565.0,13108.0,72556.0,0.4007849111593171
EXOC3.rescaled,5315.5,10450.5,5267.5,5315.5,11224.0,11303.0,10929.0,12757.0,72562.0,0.4007352332378413
RHOBTB3.rescaled,14739.0,14844.5,14329.0,14949.5,2848.0,3086.0,2072.0,5705.0,72573.0,0.4006441570484691
VPS4A.rescaled,5315.5,5268.5,5267.5,5315.5,13011.0,13075.0,12107.0,13220.0,72580.0,0.400586199473414
PTGES3.rescaled,5315.5,5268.5,5267.5,5315.5,12611.0,12759.0,13277.0,12768.0,72582.0,0.4005696401662554
DGKG.rescaled,5315.5,5268.5,5267.5,5315.5,12794.0,13008.0,13210.0,12409.0,72588.0,0.4005199622447797
NFS1.rescaled,5315.5,5268.5,5267.5,5315.5,12524.0,12567.0,13070.0,13263.0,72591.0,0.4004951232840418
MANSC4.rescaled,5315.5,5268.5,5267.5,5315.5,11982.0,13140.0,13224.0,13083.0,72596.0,0.4004537250161453
PLCXD3.rescaled,5315.5,5268.5,5267.5,5315.5,12879.0,12473.0,13194.0,12886.0,72599.0,0.4004288860554075
KATNAL1.rescaled,13868.0,14122.0,14651.0,13872.5,4449.0,2172.0,3624.0,5855.0,72613.5,0.4003088310785077
COG7.rescaled,10495.0,5268.5,5267.5,11804.5,13344.0,12119.0,10848.0,3486.0,72632.5,0.400151517660501
GRHPR.rescaled,5315.5,5268.5,5267.5,5315.5,12508.0,13122.0,13062.0,12775.0,72634.0,0.4001390981801321
C17orf50.rescaled,5315.5,5268.5,5267.5,5315.5,12861.0,12691.0,12580.0,13343.0,72642.0,0.4000728609514977
KCTD15.rescaled,11311.0,5268.5,10433.5,11804.5,7883.0,7260.0,10916.0,7775.0,72651.5,0.3999942042424945
TAS1R3.rescaled,11311.0,5268.5,5267.5,5315.5,12362.0,10030.0,10743.0,12368.0,72665.5,0.3998782890923843
HSPB7.rescaled,5315.5,5268.5,5267.5,5315.5,12497.0,13070.0,12818.0,13115.0,72667.0,0.3998658696120154
TMEM163.rescaled,10495.0,12168.0,12442.0,11804.5,5254.0,5500.0,5052.0,9958.0,72673.5,0.39981205186375
HTATIP2.rescaled,5315.5,5268.5,5267.5,5315.5,12680.0,13036.0,13189.0,12606.0,72678.0,0.3997747934226432
PPTC7.rescaled,5315.5,10450.5,10433.5,10462.0,7880.0,10213.0,8925.0,9000.0,72679.5,0.3997623739422742
BNIPL.rescaled,5315.5,10450.5,5267.5,5315.5,11163.0,12798.0,12590.0,9785.0,72685.0,0.3997168358475881
DOK6.rescaled,5315.5,5268.5,5267.5,5315.5,12968.0,12879.0,12868.0,12804.0,72686.0,0.3997085561940088
PNPLA6.rescaled,12456.0,11811.0,12155.5,12172.0,6620.0,6382.0,5682.0,5409.0,72687.5,0.3996961367136399
TCOF1.rescaled,10495.0,11316.5,5267.5,5315.5,6891.0,10659.0,11006.0,11740.0,72690.5,0.399671297752902
ULK4.rescaled,13731.5,14004.5,13600.5,13602.0,3754.0,7606.0,3446.0,2948.0,72692.5,0.3996547384457434
FLNA.rescaled,5315.5,5268.5,5267.5,5315.5,12920.0,12804.0,12905.0,12903.0,72699.0,0.399600920697478
DHRS12.rescaled,5315.5,270.5,11275.5,11804.5,10695.0,6442.0,14189.0,12710.0,72702.0,0.3995760817367401
RBL1.rescaled,5315.5,11811.0,10433.5,10462.0,8229.0,9092.0,6121.0,11238.0,72702.0,0.3995760817367401
CARD6.rescaled,5315.5,5268.5,5267.5,5315.5,12682.0,12576.0,13480.0,12801.0,72706.0,0.399542963122423
OR13A1.rescaled,5315.5,5268.5,5267.5,11279.5,11655.0,12288.0,10903.0,10738.0,72715.0,0.3994684462402093
TLR8.rescaled,5315.5,10450.5,5267.5,5315.5,10418.0,10695.0,12047.0,13210.0,72719.0,0.3994353276258922
CHODL.rescaled,11804.0,11316.5,12442.0,12172.0,5779.0,6217.0,7540.0,5452.0,72722.5,0.3994063488383645
DAB2.rescaled,11311.0,5268.5,5267.5,5315.5,10731.0,11299.0,11790.0,11741.0,72723.5,0.3993980691847852
GCLC.rescaled,5315.5,5268.5,5267.5,5315.5,12753.0,13217.0,12886.0,12702.0,72725.0,0.3993856497044163
SLC37A4.rescaled,12922.5,12928.0,12935.0,13093.5,4948.0,5019.0,5898.0,4981.0,72725.0,0.3993856497044163
PFAS.rescaled,12456.0,12928.0,12701.5,12691.5,7026.0,4074.0,3666.0,7183.0,72726.0,0.399377370050837
CBWD2.rescaled,5315.5,10450.5,5267.5,5315.5,10932.0,12339.0,11189.0,11920.0,72729.0,0.3993525310900991
SNX17.rescaled,5315.5,5268.5,5267.5,5315.5,13209.0,12432.0,12750.0,13172.0,72730.0,0.3993442514365198
ALG10B.rescaled,5315.5,5268.5,5267.5,5315.5,12562.0,12718.0,13034.0,13250.0,72731.0,0.3993359717829405
CXADR.rescaled,5315.5,5268.5,5267.5,5315.5,12237.0,12867.0,13660.0,12802.0,72733.0,0.399319412475782
TBX6.rescaled,5315.5,10450.5,5267.5,5315.5,11632.0,11396.0,11382.0,11977.0,72736.0,0.3992945735150441
SIGLEC8.rescaled,5315.5,5268.5,5267.5,5315.5,13864.0,13166.0,10550.0,13990.0,72737.0,0.3992862938614648
DNAJA3.rescaled,5315.5,10450.5,5267.5,10462.0,10873.0,11557.0,6540.0,12273.0,72738.5,0.3992738743810958
HES4.rescaled,5315.5,5268.5,5267.5,5315.5,13049.0,11976.0,13340.0,13209.0,72741.0,0.3992531752471476
NIT2.rescaled,14330.0,14236.5,14223.5,14538.5,3598.0,4198.0,3523.0,4095.0,72742.5,0.3992407557667787
ZNF562.rescaled,5315.5,5268.5,5267.5,5315.5,12684.0,13084.0,12785.0,13029.0,72749.0,0.3991869380185133
PCDHB14.rescaled,5315.5,5268.5,5267.5,5315.5,12272.0,13011.0,13330.0,12971.0,72751.0,0.3991703787113547
ENOX2.rescaled,5315.5,5268.5,5267.5,5315.5,11654.0,13355.0,13141.0,13441.0,72758.0,0.3991124211362996
TXNDC9.rescaled,10495.0,10450.5,10433.5,11279.5,7669.0,10086.0,6720.0,5626.0,72759.5,0.3991000016559307
HHIPL2.rescaled,13868.0,12928.0,13450.5,13277.5,1993.0,3742.0,10764.0,2740.0,72763.0,0.3990710228684032
ATG4C.rescaled,5315.5,10450.5,5267.5,5315.5,11169.0,11964.0,11779.0,11505.0,72766.0,0.3990461839076653
PIK3CD.rescaled,14644.5,14665.0,14329.0,14751.0,3954.0,4089.0,3220.0,3116.0,72768.5,0.399025484773717
MYO1A.rescaled,5315.5,5268.5,5267.5,5315.5,11688.0,13574.0,13291.0,13051.0,72771.0,0.3990047856397688
MACROD2.rescaled,12161.0,11316.5,12442.0,12455.5,6107.0,2942.0,9663.0,5688.0,72775.0,0.3989716670254516
DOCK8.rescaled,5315.5,5268.5,5267.5,5315.5,13156.0,11558.0,13350.0,13545.0,72776.0,0.3989633873718723
SRXN1.rescaled,12456.0,13115.5,12701.5,13093.5,4812.0,5713.0,6470.0,4415.0,72776.5,0.3989592475450827
S1PR2.rescaled,14836.0,14561.0,14440.5,14418.0,4605.0,2777.0,4336.0,2804.0,72777.5,0.3989509678915034
NLRP8.rescaled,5315.5,5268.5,5267.5,5315.5,12334.0,13304.0,13102.0,12873.0,72780.0,0.3989302687575552
CUL3.rescaled,13299.0,12168.0,13293.0,12691.5,3944.0,6362.0,2919.0,8104.0,72780.5,0.3989261289307655
PTGES2.rescaled,5315.5,5268.5,5267.5,5315.5,13160.0,12638.0,12884.0,12943.0,72792.0,0.3988309129146037
TCERG1L.rescaled,5315.5,11316.5,5267.5,5315.5,11380.0,11705.0,11819.0,10674.0,72793.0,0.3988226332610244
RAB40C.rescaled,10495.0,5268.5,11785.5,5315.5,10044.0,8507.0,11489.0,9889.0,72793.5,0.3988184934342347
ZNF638.rescaled,5315.5,5268.5,10433.5,5315.5,13304.0,11900.0,13275.0,7996.0,72808.0,0.398698438457335
C1QTNF9.rescaled,5315.5,5268.5,5267.5,5315.5,13164.0,12471.0,13080.0,12930.0,72812.0,0.3986653198430178
LHFPL2.rescaled,11311.0,10450.5,5267.5,11279.5,8943.0,8854.0,8379.0,8350.0,72834.5,0.3984790276374836
NUDT12.rescaled,10495.0,10450.5,11275.5,12172.0,6293.0,6959.0,8388.0,6807.0,72840.0,0.3984334895427975
RNF10.rescaled,10495.0,12168.0,11275.5,11804.5,6728.0,6396.0,7379.0,6594.0,72840.0,0.3984334895427975
RRS1.rescaled,5315.5,5268.5,5267.5,5315.5,12864.0,12705.0,12743.0,13363.0,72842.0,0.3984169302356389
TRABD.rescaled,13451.0,12710.0,13129.0,13454.0,5399.0,5314.0,5858.0,3532.0,72847.0,0.3983755319677424
OIT3.rescaled,5315.5,533.5,5267.5,5315.5,13930.0,14302.0,14263.0,13931.0,72858.0,0.3982844557783702
LRRC19.rescaled,5315.5,5268.5,5267.5,5315.5,12890.0,13126.0,12677.0,13008.0,72868.0,0.3982016592425773
C3orf35.rescaled,5315.5,5268.5,10433.5,5315.5,11501.0,11460.0,11647.0,11936.0,72877.0,0.3981271423603636
ANKRD13A.rescaled,14116.5,13881.0,14944.0,14312.0,2186.0,4691.0,6325.0,2436.0,72891.5,0.3980070873834639
CKMT2.rescaled,5315.5,5268.5,5267.5,5315.5,12741.0,12992.0,12660.0,13334.0,72894.0,0.3979863882495156
CEP57L1.rescaled,5315.5,5268.5,5267.5,5315.5,13522.0,12646.0,12907.0,12656.0,72898.0,0.3979532696351985
RAPGEF1.rescaled,12161.0,10450.5,11785.5,11804.5,5726.0,6683.0,8946.0,5343.0,72899.5,0.3979408501548295
MITF.rescaled,5315.5,5268.5,5267.5,5315.5,12906.0,12524.0,13440.0,12885.0,72922.0,0.3977545579492954
SYT1.rescaled,54.0,13.0,169.5,12172.0,15132.0,15130.0,15131.0,15130.0,72931.5,0.397675901240292
CCNJL.rescaled,5315.5,5268.5,5267.5,5315.5,13163.0,12831.0,12960.0,12818.0,72939.0,0.3976138038384473
STX3.rescaled,13590.5,13455.0,13450.5,12455.5,5445.0,5187.0,4472.0,4889.0,72944.5,0.3975682657437612
GATA4.rescaled,15028.0,15007.5,14849.0,14949.5,2255.0,4407.0,3280.0,3170.0,72946.0,0.3975558462633923
PAFAH1B1.rescaled,10495.0,11811.0,5267.5,11279.5,8962.0,7890.0,6590.0,10656.0,72951.0,0.3975144479954958
RARRES2.rescaled,5315.5,5268.5,5267.5,5315.5,13106.0,13358.0,12694.0,12627.0,72952.0,0.3975061683419165
SCAF11.rescaled,5315.5,5268.5,5267.5,5315.5,12172.0,13387.0,13061.0,13170.0,72957.0,0.3974647700740201
MRPL35.rescaled,12456.0,11811.0,13450.5,12691.5,4544.0,4680.0,6065.0,7267.0,72965.0,0.3973985328453857
GPR183.rescaled,5315.5,10450.5,10433.5,5315.5,9498.0,10543.0,11148.0,10264.0,72968.0,0.3973736938846478
SAP30L.rescaled,5315.5,5268.5,5267.5,5315.5,12944.0,13263.0,12790.0,12805.0,72969.0,0.3973654142310685
SNED1.rescaled,13997.0,13288.5,13729.5,13738.5,5400.0,4045.0,3889.0,4883.0,72970.5,0.3973529947506996
SLC44A2.rescaled,5315.5,5268.5,5267.5,5315.5,13207.0,12796.0,12976.0,12825.0,72971.0,0.39734885492391
RPS16.rescaled,264.0,10450.5,5267.5,371.0,14211.0,13922.0,14168.0,14318.0,72972.0,0.3973405752703307
LRRC2.rescaled,5315.5,5268.5,5267.5,5315.5,12907.0,12750.0,13221.0,12928.0,72973.0,0.3973322956167514
KCNK5.rescaled,5315.5,5268.5,5267.5,5315.5,13134.0,13344.0,12637.0,12698.0,72980.0,0.3972743380416963
DYNC1LI1.rescaled,5315.5,5268.5,5267.5,5315.5,12826.0,13167.0,12957.0,12863.0,72980.0,0.3972743380416963
TIMM50.rescaled,12456.0,533.5,5267.5,10462.0,10327.0,12228.0,10053.0,11655.0,72982.0,0.3972577787345377
BEND2.rescaled,540.0,5268.5,5267.5,5315.5,14411.0,14058.0,14045.0,14079.0,72984.5,0.3972370796005895
AQP8.rescaled,10495.0,11316.5,11275.5,10462.0,5945.0,7923.0,7611.0,7961.0,72989.0,0.3971998211594827
MAP3K8.rescaled,12708.5,12168.0,12442.0,12903.5,4759.0,3578.0,6742.0,7689.0,72990.0,0.3971915415059034
ALG9.rescaled,12456.0,11811.0,11785.5,12455.5,5900.0,6710.0,6975.0,4898.0,72991.0,0.3971832618523241
DNAJC13.rescaled,5315.5,5268.5,5267.5,5315.5,13010.0,12875.0,13028.0,12918.0,72998.0,0.397125304277269
MORF4L1.rescaled,11311.0,12168.0,12935.0,11804.5,5202.0,6107.0,6803.0,6669.0,72999.5,0.3971128847969001
DLX6.rescaled,10495.0,5268.5,10433.5,5315.5,9950.0,10587.0,10373.0,10577.0,72999.5,0.3971128847969001
PMP22.rescaled,5315.5,5268.5,5267.5,5315.5,12779.0,13106.0,12762.0,13192.0,73006.0,0.3970590670486347
PRODH.rescaled,5315.5,5268.5,5267.5,5315.5,13136.0,12574.0,13041.0,13096.0,73014.0,0.3969928298200003
LRRC58.rescaled,5315.5,5268.5,10433.5,5315.5,11386.0,11553.0,11394.0,12350.0,73016.0,0.3969762705128418
MRPL48.rescaled,5315.5,5268.5,5267.5,5315.5,12119.0,12671.0,13958.0,13112.0,73027.0,0.3968851943234694
PLLP.rescaled,10495.0,12458.0,11785.5,11279.5,5394.0,7172.0,7150.0,7297.0,73031.0,0.3968520757091524
PRR13.rescaled,5315.5,5268.5,5267.5,5315.5,13038.0,12363.0,13422.0,13044.0,73034.0,0.3968272367484144
OR2A1.rescaled,5315.5,5268.5,5267.5,5315.5,13078.0,12891.0,12775.0,13125.0,73036.0,0.3968106774412558
JRK.rescaled,13120.5,12458.0,12442.0,13093.5,6751.0,5005.0,5363.0,4806.0,73039.0,0.3967858384805179
PSMD11.rescaled,5315.5,5268.5,5267.5,10462.0,11997.0,11200.0,11784.0,11751.0,73045.5,0.3967320207322525
VEGFB.rescaled,14739.0,14122.0,14651.0,14312.0,4535.0,4681.0,3318.0,2692.0,73050.0,0.3966947622911457
SLC29A2.rescaled,5315.5,5268.5,5267.5,5315.5,12416.0,13062.0,12784.0,13621.0,73050.0,0.3966947622911457
DAOA.rescaled,5315.5,5268.5,5267.5,5315.5,12696.0,13127.0,13099.0,12962.0,73051.0,0.3966864826375664
UBA52.rescaled,5315.5,5268.5,5267.5,5315.5,12865.0,12356.0,13653.0,13015.0,73056.0,0.3966450843696699
C4orf48.rescaled,5315.5,11811.0,5267.5,10462.0,9698.0,8894.0,11609.0,10003.0,73060.0,0.3966119657553528
SP3.rescaled,14228.0,14348.5,14440.5,13872.5,3775.0,3862.0,3934.0,4601.0,73061.5,0.3965995462749838
