,accuracy_diff_4.pkl,accuracy_diff_5.pkl,accuracy_diff_1.pkl,accuracy_diff_2.pkl,accuracy_diff_3.pkl,r2_diff_2.pkl,r2_diff_3.pkl,r2_diff_1.pkl,r2_diff_4.pkl,r2_diff_5.pkl,rank_total,rank_fin
CACNA1I.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14214.0,14478.0,14166.0,14429.0,14466.0,111176.5,0.2653055826486584
CEP152.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14189.0,14045.0,14713.0,14357.0,14454.0,111181.5,0.2652725198789902
PHLDA1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14521.0,14351.0,13897.0,14453.0,14540.0,111185.5,0.2652460696632557
CCDC88C.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14442.0,14156.0,14497.0,14397.0,14272.0,111187.5,0.2652328445553884
MTHFS.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14288.0,14210.0,14447.0,14465.0,14360.0,111193.5,0.2651931692317866
OR56B1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14485.0,14625.0,14529.0,14256.0,13878.0,111196.5,0.2651733315699855
ADORA1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,13747.0,14580.0,14498.0,14604.0,14347.0,111199.5,0.2651534939081846
NINJ1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14177.0,14459.0,14157.0,14538.0,14447.0,111201.5,0.2651402688003174
SGPP2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14226.0,14665.0,14382.0,14322.0,14196.0,111214.5,0.2650543055991801
SLC41A3.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14467.0,14213.0,14549.0,14327.0,14240.0,111219.5,0.2650212428295118
RPUSD4.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14590.0,13920.0,14561.0,14475.0,14252.0,111221.5,0.2650080177216445
CLCN7.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14405.0,14169.0,14394.0,14514.0,14323.0,111228.5,0.264961729844109
PLEKHG5.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14413.0,14342.0,14537.0,14264.0,14258.0,111237.5,0.2649022168587063
CCDC115.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14032.0,14594.0,14375.0,14537.0,14283.0,111244.5,0.2648559289811707
KLF8.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14448.0,14339.0,14312.0,14218.0,14505.0,111245.5,0.2648493164272371
ADAT2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14166.0,14356.0,14318.0,14480.0,14504.0,111247.5,0.2648360913193698
PARP3.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14632.0,14215.0,14420.0,14321.0,14237.0,111248.5,0.2648294787654361
RNF187.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14636.0,14419.0,14553.0,14152.0,14068.0,111251.5,0.2648096411036352
C8orf34.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14662.0,14632.0,14448.0,14492.0,13605.0,111262.5,0.2647369030103652
APBB3.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14510.0,13929.0,14342.0,14563.0,14496.0,111263.5,0.2647302904564315
SLC4A8.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14421.0,14836.0,14731.0,13444.0,14410.0,111265.5,0.2647170653485642
PCDHGA10.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14383.0,14122.0,14606.0,14021.0,14713.0,111268.5,0.2646972276867633
DEFB132.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14474.0,13782.0,14575.0,14464.0,14557.0,111275.5,0.2646509398092278
GAN.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14577.0,14240.0,14402.0,14296.0,14344.0,111282.5,0.2646046519316923
NEK8.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14302.0,14712.0,13942.0,14370.0,14537.0,111286.5,0.2645782017159577
CELF1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14564.0,14423.0,14396.0,14157.0,14326.0,111289.5,0.2645583640541568
AP3B1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14482.0,14116.0,14439.0,14316.0,14518.0,111294.5,0.2645253012844886
PPFIA1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14433.0,14314.0,14407.0,14372.0,14356.0,111305.5,0.2644525631912185
NSA2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14387.0,14223.0,14433.0,14311.0,14529.0,111306.5,0.2644459506372849
ZMYM5.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14643.0,13708.0,14678.0,14262.0,14612.0,111326.5,0.264313699558612
VBP1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14710.0,14585.0,13509.0,14504.0,14598.0,111329.5,0.2642938618968111
CHEK2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14339.0,13941.0,14341.0,14773.0,14513.0,111330.5,0.2642872493428775
GALNT6.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14277.0,14070.0,14725.0,14640.0,14203.0,111338.5,0.2642343489114083
RAE1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14484.0,14521.0,14435.0,14240.0,14243.0,111346.5,0.2641814484799392
KCNQ5.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14534.0,14500.0,14105.0,14413.0,14376.0,111351.5,0.264148385710271
IFRD2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14230.0,14559.0,14595.0,14364.0,14194.0,111365.5,0.2640558099551999
FES.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14384.0,14358.0,14514.0,14192.0,14495.0,111366.5,0.2640491974012663
METTL15.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,13918.0,14687.0,14373.0,14602.0,14369.0,111372.5,0.2640095220776645
CLN6.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14723.0,14172.0,14262.0,14395.0,14405.0,111380.5,0.2639566216461952
RHBDL1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14598.0,14301.0,14296.0,14100.0,14671.0,111389.5,0.2638971086607925
DOC2A.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14546.0,14306.0,14340.0,14448.0,14339.0,111402.5,0.2638111454596551
POLA1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,13617.0,14466.0,14734.0,14581.0,14582.0,111403.5,0.2638045329057215
TSSC4.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14461.0,14368.0,14337.0,14423.0,14391.0,111403.5,0.2638045329057215
EIF2S3.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14435.0,14462.0,14320.0,14339.0,14428.0,111407.5,0.2637780826899869
WIPI2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14304.0,14415.0,14381.0,14642.0,14242.0,111407.5,0.2637780826899869
IGSF21.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,13737.0,14660.0,14458.0,14362.0,14768.0,111408.5,0.2637714701360533
AMPH.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14336.0,14561.0,14484.0,14121.0,14485.0,111410.5,0.263758245028186
SEC11C.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,13549.0,14704.0,14472.0,14476.0,14794.0,111418.5,0.2637053445967169
KCNK3.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14299.0,14381.0,14489.0,14232.0,14605.0,111429.5,0.2636326065034468
AGXT2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14352.0,14176.0,14279.0,14575.0,14625.0,111430.5,0.2636259939495131
STK32B.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14289.0,14224.0,14427.0,14641.0,14444.0,111448.5,0.2635069679787075
CRYBB2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,13923.0,14738.0,14588.0,14624.0,14154.0,111450.5,0.2634937428708402
ZNF497.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14505.0,14513.0,14378.0,14443.0,14190.0,111452.5,0.263480517762973
PPRC1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14472.0,14579.0,14434.0,14131.0,14419.0,111458.5,0.2634408424393711
PKD1L3.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14395.0,14292.0,14538.0,14320.0,14493.0,111461.5,0.2634210047775702
NR2F1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,13841.0,14398.0,14625.0,14438.0,14744.0,111469.5,0.263368104346101
CCDC126.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14041.0,14400.0,14584.0,14403.0,14627.0,111478.5,0.2633085913606983
LGALS9B.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14463.0,13507.0,14534.0,14904.0,14656.0,111487.5,0.2632490783752955
ABCA6.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14641.0,13757.0,14446.0,14751.0,14491.0,111509.5,0.2631036021887554
SPOCK1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14623.0,14244.0,14390.0,14416.0,14417.0,111513.5,0.2630771519730207
LEPROTL1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14578.0,14558.0,14621.0,13932.0,14403.0,111515.5,0.2630639268651534
NR1H3.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,13777.0,14557.0,14610.0,14644.0,14512.0,111523.5,0.2630110264336843
ATOX1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14682.0,14187.0,14217.0,14345.0,14692.0,111546.5,0.2628589376932105
DBF4.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14625.0,14338.0,14557.0,14312.0,14293.0,111548.5,0.2628457125853433
FZD6.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14437.0,14644.0,14060.0,14472.0,14516.0,111552.5,0.2628192623696087
GRIK4.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14357.0,14701.0,14307.0,14572.0,14193.0,111553.5,0.2628126498156751
ZCWPW1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14206.0,14517.0,14398.0,14590.0,14430.0,111564.5,0.2627399117224049
KCNG2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14139.0,14662.0,14464.0,14435.0,14449.0,111572.5,0.2626870112909358
ARHGEF11.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14262.0,14422.0,14492.0,14598.0,14384.0,111581.5,0.262627498305533
TLX1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14859.0,14014.0,14578.0,13930.0,14778.0,111582.5,0.2626208857515993
KCTD13.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14522.0,14341.0,14374.0,14515.0,14408.0,111583.5,0.2626142731976657
ANXA8.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14499.0,14385.0,14368.0,14375.0,14534.0,111584.5,0.2626076606437321
SEPHS2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14639.0,14584.0,13884.0,14526.0,14542.0,111598.5,0.2625150848886611
SLC27A6.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14593.0,14350.0,14306.0,14531.0,14397.0,111600.5,0.2625018597807939
BDP1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14697.0,14446.0,14359.0,14618.0,14074.0,111617.5,0.2623894463639219
NT5M.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14385.0,14290.0,14259.0,14653.0,14616.0,111626.5,0.262329933378519
HNRNPR.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14700.0,13771.0,14491.0,14592.0,14651.0,111628.5,0.2623167082706518
UBE2D3.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14420.0,14622.0,14355.0,14549.0,14284.0,111653.5,0.2621513944223107
HDDC3.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14161.0,14160.0,14700.0,14595.0,14615.0,111654.5,0.2621447818683771
PDE4A.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14120.0,14657.0,14470.0,14382.0,14610.0,111662.5,0.262091881436908
CHPF2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14180.0,14482.0,14574.0,14436.0,14567.0,111662.5,0.262091881436908
FBXO42.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14539.0,14526.0,14813.0,14539.0,13843.0,111683.5,0.2619530178043014
PI4K2A.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14471.0,14505.0,14328.0,14457.0,14501.0,111685.5,0.2619397926964342
INPP5E.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14613.0,14465.0,14376.0,14393.0,14427.0,111697.5,0.2618604420492304
RBM24.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14023.0,14522.0,14724.0,14468.0,14538.0,111698.5,0.2618538294952968
THOC7.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14404.0,14529.0,14354.0,14559.0,14434.0,111703.5,0.2618207667256286
RPN2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14401.0,14506.0,14199.0,14630.0,14547.0,111706.5,0.2618009290638277
TNRC6B.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14441.0,14460.0,14457.0,14407.0,14528.0,111716.5,0.2617348035244913
DNAJA3.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14556.0,14628.0,14197.0,14426.0,14494.0,111724.5,0.2616819030930221
IL17REL.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14601.0,14259.0,14520.0,14412.0,14510.0,111725.5,0.2616752905390884
CNGA3.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14372.0,14421.0,14547.0,14519.0,14459.0,111741.5,0.2615694896761501
PAIP1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14516.0,14519.0,14185.0,14586.0,14520.0,111749.5,0.261516589244681
XPO6.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14222.0,14607.0,14539.0,14631.0,14343.0,111765.5,0.2614107883817427
IMP3.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14163.0,14261.0,14552.0,14744.0,14624.0,111767.5,0.2613975632738754
DPH3P1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14618.0,14389.0,14361.0,14452.0,14524.0,111767.5,0.2613975632738754
LHB.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14741.0,14377.0,14540.0,14733.0,13959.0,111773.5,0.2613578879502736
TAS2R4.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14276.0,14512.0,14267.0,14692.0,14609.0,111779.5,0.2613182126266717
FOXD4L3.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14576.0,14004.0,14636.0,14681.0,14462.0,111782.5,0.2612983749648708
TMEM98.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14364.0,14554.0,14663.0,14254.0,14526.0,111784.5,0.2612851498570036
ZNF33A.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14409.0,14550.0,14745.0,14277.0,14395.0,111799.5,0.2611859615479989
BTRC.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14380.0,14467.0,14462.0,14596.0,14472.0,111800.5,0.2611793489940652
SPRY3.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14565.0,14629.0,14487.0,13996.0,14701.0,111801.5,0.2611727364401316
PGAP2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14562.0,14191.0,14309.0,14623.0,14717.0,111825.5,0.2610140351457242
HMGN1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14047.0,14592.0,14616.0,14684.0,14468.0,111830.5,0.260980972376056
RNF135.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14614.0,14555.0,14418.0,14506.0,14317.0,111833.5,0.2609611347142549
TIGD4.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14458.0,14040.0,14408.0,14695.0,14810.0,111834.5,0.2609545221603213
MEP1B.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14585.0,14736.0,14488.0,14440.0,14172.0,111844.5,0.2608883966209849
WT1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14320.0,14683.0,14586.0,14482.0,14355.0,111849.5,0.2608553338513167
CARHSP1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14445.0,14652.0,14587.0,14172.0,14572.0,111851.5,0.2608421087434495
WFDC6.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14528.0,14227.0,14473.0,14437.0,14765.0,111853.5,0.2608288836355821
WRNIP1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14279.0,14491.0,14426.0,14607.0,14638.0,111864.5,0.2607561455423121
EHD4.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14396.0,14640.0,14638.0,14463.0,14309.0,111869.5,0.2607230827726439
ZNF668.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14561.0,14454.0,14647.0,14434.0,14350.0,111869.5,0.2607230827726439
G3BP1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14568.0,14675.0,14241.0,14414.0,14549.0,111870.5,0.2607164702187102
KAT2B.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14744.0,14393.0,14449.0,14195.0,14673.0,111877.5,0.2606701823411746
UQCR10.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14587.0,14376.0,14532.0,14535.0,14431.0,111884.5,0.2606238944636392
GLB1L2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14497.0,14457.0,14701.0,14449.0,14357.0,111884.5,0.2606238944636392
C6orf141.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14750.0,14212.0,14652.0,14367.0,14480.0,111884.5,0.2606238944636392
CCDC146.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14525.0,14409.0,14413.0,14529.0,14592.0,111891.5,0.2605776065861037
ELOVL5.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14234.0,14452.0,14481.0,14708.0,14596.0,111894.5,0.2605577689243028
AKNAD1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14783.0,14281.0,14752.0,14473.0,14184.0,111896.5,0.2605445438164355
ATRX.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14483.0,14647.0,14768.0,14674.0,13902.0,111897.5,0.2605379312625019
RHOG.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14527.0,14185.0,14556.0,14637.0,14577.0,111905.5,0.2604850308310327
SCN9A.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14653.0,14528.0,14527.0,14626.0,14161.0,111918.5,0.2603990676298954
SCD.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14640.0,14596.0,14631.0,14387.0,14250.0,111927.5,0.2603395546444925
PEX10.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14373.0,14735.0,14357.0,14389.0,14672.0,111949.5,0.2601940784579524
SHPRH.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14695.0,14531.0,14399.0,14223.0,14680.0,111951.5,0.2601808533500851
FMO2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14752.0,14546.0,14554.0,14141.0,14536.0,111952.5,0.2601742407961515
FAM20C.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14350.0,14258.0,14716.0,14585.0,14632.0,111964.5,0.2600948901489478
EHBP1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14669.0,14535.0,14782.0,14211.0,14345.0,111965.5,0.2600882775950142
PTPN9.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14724.0,14833.0,13851.0,14503.0,14634.0,111968.5,0.2600684399332131
FBXL8.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14084.0,14780.0,14676.0,14735.0,14278.0,111976.5,0.260015539501744
AMOT.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14157.0,14445.0,14659.0,14562.0,14731.0,111977.5,0.2600089269478104
ROR2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14600.0,14650.0,14432.0,14178.0,14696.0,111979.5,0.2599957018399431
PLIN5.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14679.0,14134.0,14705.0,14524.0,14525.0,111990.5,0.259922963746673
STARD13.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14501.0,14432.0,14698.0,14677.0,14261.0,111992.5,0.2599097386388057
ST14.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14490.0,14543.0,14533.0,14571.0,14438.0,111998.5,0.2598700633152039
PCNA.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14540.0,14311.0,14305.0,14834.0,14589.0,112002.5,0.2598436130994693
NME4.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14615.0,14656.0,14531.0,14394.0,14398.0,112017.5,0.2597444247904646
RBM11.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14686.0,14294.0,14573.0,14527.0,14515.0,112018.5,0.259737812236531
C15orf61.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14199.0,14671.0,14790.0,14666.0,14270.0,112019.5,0.2597311996825974
FRS3.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14678.0,14520.0,14424.0,14442.0,14552.0,112039.5,0.2595989486039245
NLRP6.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14319.0,14619.0,14756.0,14332.0,14595.0,112044.5,0.2595658858342563
COQ3.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14295.0,14433.0,14648.0,14545.0,14707.0,112051.5,0.2595195979567208
AMIGO2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14694.0,14483.0,14234.0,14522.0,14699.0,112055.5,0.2594931477409863
ADD2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14446.0,14536.0,14511.0,14523.0,14622.0,112061.5,0.2594534724173843
IFITM1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14488.0,14576.0,14471.0,14528.0,14579.0,112065.5,0.2594270222016498
CR1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14781.0,14493.0,14495.0,14360.0,14514.0,112066.5,0.2594204096477162
AKR7A2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14672.0,14582.0,14370.0,14730.0,14307.0,112084.5,0.2593013836769106
MMGT1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14645.0,14621.0,14403.0,14400.0,14597.0,112089.5,0.2592683209072424
RIMKLA.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14666.0,14659.0,14026.0,14655.0,14661.0,112090.5,0.2592617083533087
TMEM186.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14730.0,14353.0,14673.0,14567.0,14359.0,112105.5,0.259162520044304
PHRF1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14431.0,14560.0,14744.0,14570.0,14379.0,112107.5,0.2591492949364368
HSP90AA1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14782.0,14499.0,14637.0,14796.0,13974.0,112111.5,0.2591228447207022
CNKSR1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14388.0,14490.0,14764.0,14383.0,14683.0,112131.5,0.2589905936420293
TRPV4.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14668.0,14633.0,14454.0,14548.0,14409.0,112135.5,0.2589641434262948
INO80D.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14575.0,14424.0,14624.0,14530.0,14569.0,112145.5,0.2588980178869584
C4orf36.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14766.0,14438.0,14428.0,14617.0,14476.0,112148.5,0.2588781802251574
SERPINA5.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14721.0,14178.0,14695.0,14422.0,14712.0,112151.5,0.2588583425633565
ESPNL.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14493.0,14610.0,14577.0,14421.0,14629.0,112153.5,0.2588451174554892
DCTPP1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14707.0,14229.0,14503.0,14729.0,14565.0,112156.5,0.2588252797936883
YIPF5.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14591.0,14548.0,14611.0,14601.0,14390.0,112164.5,0.2587723793622192
TRIM8.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14693.0,14439.0,14431.0,14704.0,14474.0,112164.5,0.2587723793622192
UCK2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14514.0,14630.0,14525.0,14652.0,14429.0,112173.5,0.2587128663768163
MLNR.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14548.0,14390.0,14630.0,14734.0,14465.0,112190.5,0.2586004529599445
ACO2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14719.0,14217.0,14627.0,14494.0,14711.0,112191.5,0.2585938404060108
ARHGAP17.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14465.0,14504.0,14463.0,14634.0,14704.0,112193.5,0.2585806152981436
VLDLR.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14509.0,14468.0,14535.0,14552.0,14720.0,112207.5,0.2584880395430725
KDM1A.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14175.0,14803.0,14645.0,14668.0,14497.0,112211.5,0.258461589327338
UACA.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14559.0,14402.0,14589.0,14489.0,14752.0,112214.5,0.258441751665537
PLEKHH3.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14743.0,14661.0,14423.0,14495.0,14475.0,112220.5,0.2584020763419351
IMP4.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14541.0,14809.0,14389.0,14478.0,14581.0,112221.5,0.2583954637880015
USP9X.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14683.0,14518.0,14675.0,14220.0,14703.0,112222.5,0.2583888512340678
ABCF1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14652.0,14776.0,14523.0,14250.0,14599.0,112223.5,0.2583822386801342
PLA2G2C.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14677.0,14291.0,14693.0,14313.0,14830.0,112227.5,0.2583557884643996
CTSD.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14768.0,14534.0,14766.0,14283.0,14461.0,112235.5,0.2583028880329305
KIAA0825.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14622.0,14623.0,14666.0,14579.0,14322.0,112235.5,0.2583028880329305
GRM3.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14635.0,14541.0,14528.0,14546.0,14566.0,112239.5,0.2582764378171959
FSCN2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14457.0,14713.0,14613.0,14739.0,14301.0,112246.5,0.2582301499396604
TJAP1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14555.0,14611.0,14644.0,14508.0,14509.0,112250.5,0.2582036997239259
GPR162.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14674.0,14525.0,14479.0,14461.0,14688.0,112250.5,0.2582036997239259
DNAH5.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14793.0,14414.0,14742.0,14479.0,14401.0,112252.5,0.2581904746160586
FAM162A.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14899.0,14617.0,14299.0,14816.0,14200.0,112254.5,0.2581772495081913
PPP1R8.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14477.0,14484.0,14893.0,14722.0,14275.0,112274.5,0.2580449984295184
SCN8A.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14772.0,14854.0,14677.0,13967.0,14585.0,112278.5,0.2580185482137839
