,accuracy_diff_4.pkl,accuracy_diff_5.pkl,accuracy_diff_1.pkl,accuracy_diff_2.pkl,accuracy_diff_3.pkl,r2_diff_2.pkl,r2_diff_3.pkl,r2_diff_1.pkl,r2_diff_4.pkl,r2_diff_5.pkl,rank_total,rank_fin
NUP210L.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,9143.0,8660.0,8906.0,8887.0,8659.0,92019.5,0.3911159873776881
C12orf4.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8424.0,8484.0,8549.0,9058.0,9741.0,92020.5,0.3911093580122511
KLRC2.rescaled,3637.0,9581.5,3641.5,2314.0,1906.5,14112.0,14308.0,14301.0,14006.0,14214.0,92021.5,0.3911027286468139
C2orf49.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,9031.0,8946.0,9703.0,8602.0,7980.0,92026.5,0.3910695818196282
PRKG1.rescaled,4821.5,9581.5,9520.0,9554.5,9573.5,10999.0,10892.0,6544.0,11209.0,9332.0,92027.0,0.3910662671369096
PIK3IP1.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,7523.0,8306.0,10620.0,8477.0,9354.0,92044.5,0.3909502532417597
PLEK2.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,7316.0,9431.0,8178.0,9056.0,10303.0,92048.5,0.3909237357800111
ANXA1.rescaled,4821.5,9581.5,4815.5,9554.5,9573.5,10104.0,10227.0,10103.0,11487.0,11799.0,92066.5,0.3908044072021426
ARHGAP39.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8073.0,9214.0,9187.0,8936.0,8899.0,92073.5,0.3907580016440826
RSPH6A.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8803.0,9584.0,9191.0,9147.0,7586.0,92075.5,0.3907447429132084
CLSTN1.rescaled,9535.0,2859.5,9520.0,4845.0,4867.5,12276.0,12311.0,12410.0,12053.0,11403.0,92080.0,0.3907149107687412
PLBD2.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,9595.0,10850.0,7644.0,8628.0,7602.0,92083.5,0.3906917079897112
METTL18.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,7141.0,10048.0,8751.0,8616.0,9764.0,92084.5,0.390685078624274
SPPL2B.rescaled,4821.5,9581.5,3641.5,9554.5,9573.5,11720.0,11003.0,12629.0,9901.0,9663.0,92088.5,0.3906585611625255
MECP2.rescaled,4821.5,9581.5,9520.0,9554.5,3650.5,12710.0,9528.0,11353.0,10805.0,10568.0,92092.0,0.3906353583834955
OAZ1.rescaled,3637.0,9581.5,9520.0,3649.5,2895.0,12505.0,12938.0,12821.0,11704.0,12846.0,92097.0,0.3906022115563098
GTF2F1.rescaled,9535.0,4840.5,4815.5,4845.0,4867.5,13569.0,13267.0,12247.0,11888.0,12243.0,92117.5,0.3904663095648484
CEP63.rescaled,14330.5,5640.5,1876.0,4845.0,5674.0,12406.0,12909.0,10872.0,10856.0,12710.0,92119.0,0.3904563655166927
ZNF619.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,9003.0,9768.0,6790.0,10351.0,8467.0,92143.5,0.3902939460634828
NCAM2.rescaled,14971.0,14663.0,14847.0,14939.5,14937.0,3551.0,5793.0,1760.0,2619.0,4067.0,92147.5,0.3902674286017342
PKD2L2.rescaled,9535.0,14119.5,14112.0,9554.5,14109.5,5094.0,6655.0,5812.0,6474.0,6686.0,92151.5,0.3902409111399857
CRADD.rescaled,5565.0,4096.0,13721.0,4130.5,4077.0,11878.0,11836.0,13032.0,11927.0,11889.0,92151.5,0.3902409111399857
APLN.rescaled,9535.0,5640.5,5584.5,9554.5,13494.5,10466.0,9720.0,6939.0,9872.0,11352.0,92158.0,0.3901978202646442
PRELID1.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,9655.0,9468.0,6423.0,8623.0,10226.0,92159.5,0.3901878762164885
NOL9.rescaled,9535.0,9581.5,9520.0,4845.0,9573.5,11674.0,9018.0,10047.0,11189.0,7187.0,92170.0,0.3901182678793986
SLC39A14.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8010.0,9278.0,8707.0,9006.0,9414.0,92179.5,0.3900552889077457
USP33.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,9338.0,9516.0,9094.0,8575.0,7897.0,92184.5,0.3900221420805601
NGRN.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8215.0,8487.0,8932.0,9080.0,9710.0,92188.5,0.3899956246188115
CCDC159.rescaled,13723.5,9581.5,9520.0,13719.0,9573.5,7944.0,5888.0,8518.0,6725.0,7006.0,92198.5,0.38992933096444
ACAP3.rescaled,4821.5,4840.5,4815.5,9554.5,4867.5,12452.0,13810.0,12856.0,13335.0,10847.0,92199.5,0.389922701599003
DSTN.rescaled,9535.0,9581.5,9520.0,5643.5,9573.5,8605.0,9889.0,10635.0,8740.0,10482.0,92204.5,0.3898895547718172
SEMA5B.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,9094.0,8558.0,9916.0,8939.0,7948.0,92219.5,0.3897901142902601
KCNJ8.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,7849.0,8137.0,9506.0,9497.0,9469.0,92222.5,0.3897702261939487
NAMPT.rescaled,13490.0,3632.0,13481.5,4845.0,14002.5,7386.0,7714.0,8408.0,10757.0,8507.0,92223.0,0.3897669115112301
EPG5.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,9074.0,8273.0,9169.0,8042.0,9901.0,92223.5,0.3897635968285116
ZBTB8OS.rescaled,4821.5,9581.5,4815.5,4845.0,4867.5,13156.0,12583.0,12766.0,11910.0,12880.0,92226.0,0.3897470234149187
TIMM23.rescaled,3637.0,3632.0,9520.0,9554.5,9573.5,12023.0,11675.0,10189.0,10385.0,12037.0,92226.0,0.3897470234149187
PHF3.rescaled,9535.0,9581.5,9520.0,4845.0,4867.5,11246.0,10704.0,10147.0,11287.0,10496.0,92229.0,0.3897271353186072
SLC25A36.rescaled,9535.0,9581.5,14112.0,14109.0,9573.5,7082.0,6104.0,9441.0,6776.0,5931.0,92245.0,0.389621065471613
GALNTL6.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8376.0,8847.0,10076.0,7309.0,9881.0,92253.5,0.3895647158653973
TBC1D9B.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,9600.0,5718.0,7246.0,10924.0,11006.0,92258.5,0.3895315690382116
SIX2.rescaled,4821.5,9581.5,9520.0,9554.5,9573.5,8584.0,11666.0,8516.0,11091.0,9358.0,92266.0,0.3894818487974331
AP4E1.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8751.0,8850.0,8689.0,9158.0,9059.0,92271.5,0.3894453872875288
HMGB1.rescaled,9535.0,9581.5,4815.5,4845.0,4867.5,10636.0,11166.0,12053.0,12580.0,12203.0,92282.5,0.3893724642677203
GPCPD1.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,7803.0,10484.0,10107.0,7959.0,8179.0,92296.5,0.3892796531516003
COX5B.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8722.0,9734.0,8468.0,8511.0,9103.0,92302.5,0.3892398769589774
MBTD1.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8754.0,8917.0,9009.0,8755.0,9104.0,92303.5,0.3892332475935404
CHCHD4.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8479.0,9933.0,8801.0,9340.0,7993.0,92310.5,0.3891868420354804
STK10.rescaled,2847.5,2859.5,3641.5,4845.0,9573.5,13609.0,14071.0,13873.0,13547.0,13445.0,92312.0,0.3891768979873247
CLRN1.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,10038.0,9465.0,8479.0,7743.0,8829.0,92318.5,0.3891338071119832
ZNF154.rescaled,4821.5,3632.0,2870.0,9554.5,3650.5,13049.0,13428.0,14268.0,13307.0,13748.0,92328.5,0.3890675134576118
EPB41L3.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,7081.0,9913.0,9525.0,8167.0,9885.0,92335.5,0.3890211078995519
NAA10.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8082.0,6493.0,10359.0,8387.0,11250.0,92335.5,0.3890211078995519
RPL29.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8389.0,9506.0,9613.0,6170.0,10914.0,92356.5,0.3888818912253718
EXOSC8.rescaled,4821.5,9581.5,9520.0,9554.5,9573.5,10041.0,9912.0,8669.0,10468.0,10220.0,92361.0,0.3888520590809048
S100PBP.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,9317.0,8615.0,8660.0,9678.0,8329.0,92363.5,0.3888354856673119
COX6A2.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,7921.0,7152.0,10195.0,9989.0,9351.0,92372.5,0.3887758213783776
ZNF570.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8829.0,8400.0,8375.0,10235.0,8773.0,92376.5,0.3887493039166291
DUSP11.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8682.0,8675.0,9724.0,8926.0,8613.0,92384.5,0.388696268993132
SIRT1.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8720.0,8698.0,9129.0,9379.0,8698.0,92388.5,0.3886697515313834
HSPB2.rescaled,9535.0,9581.5,4815.5,9554.5,4867.5,11071.0,10568.0,11027.0,11173.0,10196.0,92389.0,0.3886664368486648
PTDSS1.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,10461.0,7058.0,10176.0,9472.0,7461.0,92392.5,0.3886432340696348
VMA21.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8931.0,9044.0,10290.0,9583.0,6787.0,92399.5,0.3885968285115748
WDR3.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,9808.0,8629.0,8126.0,9278.0,8794.0,92399.5,0.3885968285115748
RNASE1.rescaled,14682.0,14906.0,14790.5,14580.5,15002.5,2258.0,5330.0,3600.0,3243.0,4009.0,92401.5,0.3885835697807006
MREG.rescaled,4821.5,4840.5,1876.0,2875.0,9573.5,12955.0,13927.0,13771.0,13662.0,14100.0,92401.5,0.3885835697807006
OSCAR.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,7650.0,9366.0,9184.0,8865.0,9577.0,92406.5,0.3885504229535149
CSRNP3.rescaled,14799.5,14945.0,14894.0,15001.5,14937.0,3229.0,3738.0,2766.0,2954.0,5143.0,92407.0,0.3885471082707963
CCR6.rescaled,9535.0,2859.5,2870.0,3649.5,4867.5,13528.0,13763.0,13777.0,13805.0,13764.0,92418.5,0.3884708705682692
ITGA9.rescaled,14246.5,13975.5,4090.0,14234.0,13980.5,5831.0,7221.0,5360.0,6372.0,7110.0,92420.5,0.3884576118373949
PHF20.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,9010.0,8858.0,9419.0,9657.0,7716.0,92424.5,0.3884310943756464
NXT2.rescaled,9535.0,4840.5,9520.0,9554.5,4867.5,11363.0,10445.0,10785.0,11639.0,9878.0,92427.5,0.3884112062793349
ZNF200.rescaled,9535.0,9581.5,9520.0,9554.5,13735.0,9334.0,8046.0,7490.0,8815.0,6818.0,92429.0,0.3884012622311792
AIMP2.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,9375.0,11130.0,8086.0,6466.0,9613.0,92434.5,0.388364800721275
NBEAL1.rescaled,4821.5,9581.5,9520.0,9554.5,9573.5,9339.0,10609.0,9992.0,9816.0,9628.0,92435.0,0.3883614860385563
RPL18A.rescaled,9535.0,4840.5,9520.0,9554.5,9573.5,9680.0,11271.0,9457.0,10047.0,8957.0,92435.5,0.3883581713558378
PPIL1.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,9455.0,10218.0,8201.0,10035.0,6778.0,92451.5,0.3882521015088436
ACR.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8144.0,9209.0,9756.0,9474.0,8109.0,92456.5,0.3882189546816579
ZBTB3.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8859.0,8746.0,6837.0,11238.0,9019.0,92463.5,0.3881725491235979
CYB5D2.rescaled,4821.5,9581.5,4815.5,3649.5,9573.5,11500.0,13402.0,10932.0,12237.0,11964.0,92476.5,0.388086367372915
ZNF441.rescaled,9535.0,9581.5,4815.5,9554.5,9573.5,9736.0,8770.0,10862.0,9458.0,10598.0,92484.0,0.3880366471321365
ZNF552.rescaled,9535.0,14119.5,9520.0,13719.0,9573.5,8280.0,5477.0,6102.0,5827.0,10332.0,92485.0,0.3880300177666993
P2RX2.rescaled,14583.5,14767.5,14429.5,14322.5,14629.5,2091.0,3355.0,6500.0,2103.0,5710.0,92491.5,0.3879869268913579
GPRC5C.rescaled,2847.5,5640.5,13721.0,14109.0,13735.0,9212.0,8778.0,6604.0,8559.0,9297.0,92503.0,0.3879106891888308
ZNF136.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8652.0,10252.0,7937.0,8821.0,9086.0,92512.5,0.387847710217178
EFCAB5.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,9270.0,9200.0,8560.0,8787.0,8932.0,92513.5,0.3878410808517408
CALR3.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8816.0,8567.0,9249.0,9330.0,8787.0,92513.5,0.3878410808517408
SERBP1.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,9028.0,8866.0,7798.0,9923.0,9152.0,92531.5,0.3877217522738724
PGLS.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8703.0,7827.0,9567.0,10224.0,8454.0,92539.5,0.3876687173503752
YME1L1.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,9615.0,6719.0,9299.0,10344.0,8801.0,92542.5,0.3876488292540638
TSC22D1.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,9065.0,6828.0,9171.0,10519.0,9203.0,92550.5,0.3875957943305667
ENTHD1.rescaled,9535.0,9581.5,9520.0,4845.0,9573.5,9603.0,10317.0,8787.0,9128.0,11667.0,92557.0,0.3875527034552253
PPP1R8.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,9518.0,7910.0,9289.0,8171.0,9916.0,92568.5,0.3874764657526981
SPG7.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,9692.0,7591.0,8368.0,9085.0,10085.0,92585.5,0.3873637665402667
GYPC.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,9030.0,9003.0,8071.0,10085.0,8633.0,92586.5,0.3873571371748296
VAMP7.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,9511.0,8696.0,8040.0,9480.0,9097.0,92588.5,0.3873438784439553
FSCN3.rescaled,3637.0,4840.5,4815.5,9554.5,9573.5,12418.0,10599.0,12391.0,13854.0,10909.0,92592.0,0.3873206756649253
PCDHB8.rescaled,4047.0,13476.5,3184.5,13934.0,5579.5,6442.0,10513.0,10199.0,13915.0,11312.0,92602.5,0.3872510673278354
TNC.rescaled,9535.0,2859.5,3641.5,3649.5,4867.5,13734.0,13796.0,13148.0,13389.0,13984.0,92604.0,0.3872411232796796
SLC6A6.rescaled,9535.0,4840.5,9520.0,9554.5,9573.5,9514.0,9552.0,9971.0,8906.0,11641.0,92607.5,0.3872179205006496
CD180.rescaled,9535.0,9581.5,9520.0,9554.5,14109.5,9762.0,7905.0,6816.0,9046.0,6783.0,92612.5,0.3871847736734639
FAM25A.rescaled,4821.5,2859.5,3641.5,2875.0,4867.5,14753.0,14918.0,14721.0,14665.0,14491.0,92613.0,0.3871814589907454
EMILIN3.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8150.0,8583.0,9516.0,9579.0,9038.0,92630.5,0.3870654450955955
NUDCD1.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,9586.0,8373.0,9541.0,10656.0,6711.0,92631.5,0.3870588157301583
DFFA.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8628.0,8190.0,9055.0,9883.0,9111.0,92631.5,0.3870588157301583
C9orf78.rescaled,9535.0,9581.5,9520.0,9554.5,4867.5,9737.0,9821.0,9685.0,9772.0,10559.0,92632.5,0.3870521863647211
MIEN1.rescaled,13723.5,13769.0,13721.0,9554.5,9573.5,3296.0,9180.0,6348.0,8683.0,4788.0,92636.5,0.3870256689029726
CLVS1.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8231.0,10410.0,8619.0,8226.0,9387.0,92637.5,0.3870190395375354
CDK7.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,7773.0,8952.0,10566.0,8945.0,8646.0,92646.5,0.3869593752486012
TMEM204.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8304.0,9208.0,8227.0,9468.0,9678.0,92649.5,0.3869394871522897
NPFFR1.rescaled,9535.0,13769.0,9520.0,9554.5,13735.0,8235.0,5447.0,11147.0,7907.0,3812.0,92661.5,0.386859934767044
NAT16.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,9558.0,8213.0,9584.0,9043.0,8501.0,92663.5,0.3868466760361698
NOTCH2.rescaled,9535.0,9581.5,4815.5,9554.5,4867.5,10872.0,10908.0,11285.0,11650.0,9596.0,92665.0,0.3868367319880141
C17orf107.rescaled,1530.0,2316.0,4815.5,9554.5,3650.5,14330.0,14337.0,13661.0,14286.0,14189.0,92669.5,0.386806899843547
PDAP1.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,7979.0,8412.0,9271.0,9743.0,9501.0,92670.5,0.3868002704781098
FZD8.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,9644.0,8658.0,9307.0,9100.0,8198.0,92671.5,0.3867936411126726
FANCG.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,9141.0,8806.0,9087.0,8532.0,9346.0,92676.5,0.386760494285487
PTGES.rescaled,4821.5,4840.5,3641.5,4845.0,9573.5,13553.0,13713.0,12040.0,12376.0,13279.0,92683.0,0.3867174034101456
GNG5.rescaled,9535.0,9581.5,4815.5,9554.5,9573.5,11764.0,9230.0,9501.0,7228.0,11901.0,92684.0,0.3867107740447084
CLEC7A.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,9748.0,9964.0,7407.0,8499.0,9312.0,92694.5,0.3866411657076184
NME7.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,9290.0,7799.0,6903.0,11514.0,9426.0,92696.5,0.3866279069767442
CATSPER2.rescaled,3637.0,9581.5,9520.0,9554.5,9573.5,6665.0,10446.0,10910.0,10769.0,12042.0,92698.5,0.3866146482458699
GPIHBP1.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8907.0,7624.0,8610.0,10603.0,9191.0,92699.5,0.3866080188804327
CYFIP1.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,7420.0,10450.0,8915.0,10048.0,8108.0,92705.5,0.3865682426878098
SERPINE2.rescaled,9535.0,9581.5,9520.0,9554.5,4867.5,9913.0,9400.0,10925.0,8669.0,10749.0,92714.5,0.3865085783988756
CLINT1.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,9868.0,9437.0,8829.0,7627.0,9194.0,92719.5,0.3864754315716899
DUSP14.rescaled,4821.5,9581.5,4815.5,4845.0,14109.5,10555.0,12074.0,10588.0,11371.0,9966.0,92727.0,0.3864257113309114
TSPAN1.rescaled,2060.0,3166.5,2061.0,9554.5,1274.5,14879.0,14929.0,14957.0,14990.0,14868.0,92739.5,0.3863428442629472
TRPV3.rescaled,9535.0,9581.5,9520.0,4845.0,13735.0,7774.0,9373.0,9844.0,11265.0,7270.0,92742.5,0.3863229561666357
CCNE1.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8848.0,9606.0,7987.0,9070.0,9482.0,92757.5,0.3862235156850786
AREG.rescaled,4821.5,2859.5,2870.0,4845.0,4867.5,14591.0,13396.0,14887.0,14796.0,14824.0,92757.5,0.3862235156850786
RAB37.rescaled,9535.0,9581.5,4815.5,9554.5,3650.5,11910.0,12023.0,10656.0,10169.0,10877.0,92772.0,0.38612738988624
SSX2IP.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,7975.0,9799.0,6441.0,11424.0,9382.0,92785.5,0.3860378934528387
NUDT4.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8756.0,10720.0,9620.0,9196.0,6732.0,92788.5,0.3860180053565273
CENPH.rescaled,4821.5,4840.5,3211.0,4845.0,4130.0,13892.0,13976.0,14498.0,14592.0,13983.0,92789.0,0.3860146906738086
OSGEP.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,9190.0,8882.0,8945.0,9109.0,8902.0,92792.5,0.3859914878947786
SYNPO2L.rescaled,3637.0,9581.5,2870.0,2314.0,3650.5,13842.0,14722.0,14284.0,14479.0,13423.0,92803.0,0.3859218795576887
THUMPD1.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8314.0,10925.0,8672.0,8130.0,8998.0,92803.5,0.3859185648749701
MYPOP.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,9277.0,9320.0,9337.0,9460.0,7645.0,92803.5,0.3859185648749701
CD53.rescaled,9535.0,9581.5,9520.0,13719.0,9573.5,9220.0,7299.0,7872.0,8079.0,8414.0,92813.0,0.3858555859033173
SRGAP2.rescaled,4821.5,9581.5,9520.0,9554.5,9573.5,8843.0,8044.0,10592.0,10512.0,11774.0,92816.0,0.3858356978070059
SP3.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,9154.0,8586.0,8884.0,8932.0,9506.0,92826.5,0.385766089469916
HBZ.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,6099.0,10034.0,9219.0,9437.0,10274.0,92827.5,0.3857594601044788
SAP130.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,9797.0,9614.0,8585.0,8534.0,8539.0,92833.5,0.3857196839118559
CLPTM1L.rescaled,14119.0,4840.5,9520.0,13719.0,9573.5,6320.0,8637.0,8806.0,7147.0,10152.0,92834.0,0.3857163692291374
RRP9.rescaled,4110.5,4840.5,9520.0,9554.5,4867.5,12874.0,12156.0,14035.0,9523.0,11372.0,92853.0,0.3855904112858317
EPOR.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,9017.0,9747.0,6253.0,10492.0,9594.0,92867.5,0.3854942854869931
HIPK3.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,9184.0,8163.0,9752.0,8842.0,9172.0,92877.5,0.3854279918326218
ARR3.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,9397.0,8892.0,9449.0,8912.0,8463.0,92877.5,0.3854279918326218
KLHL36.rescaled,3637.0,9581.5,9520.0,3649.5,9573.5,11390.0,10174.0,11988.0,12928.0,10443.0,92884.5,0.3853815862745617
NUDCD2.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,7217.0,9312.0,7985.0,10818.0,9797.0,92893.5,0.3853219219856275
IL11RA.rescaled,9535.0,9581.5,3641.5,4845.0,3650.5,11826.0,12557.0,13419.0,12221.0,11621.0,92897.5,0.385295404523879
ASL.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,9973.0,9657.0,7514.0,9319.0,8674.0,92901.5,0.3852688870621303
ECEL1.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,9377.0,5596.0,8902.0,10819.0,10453.0,92911.5,0.385202593407759
B4GALT7.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8525.0,7974.0,9011.0,9831.0,9812.0,92917.5,0.3851628172151361
PCDHB15.rescaled,3637.0,4840.5,9520.0,9554.5,9573.5,11083.0,11614.0,10526.0,10967.0,11605.0,92920.5,0.3851429291188247
VAT1.rescaled,4821.5,2859.5,9520.0,2314.0,3650.5,13004.0,14241.0,14235.0,14414.0,13867.0,92926.5,0.3851031529262019
ALDH6A1.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,6111.0,10653.0,9657.0,10326.0,8417.0,92928.5,0.3850898941953276
PEX14.rescaled,4821.5,9581.5,9520.0,9554.5,4867.5,9967.0,11828.0,10777.0,10710.0,11303.0,92930.0,0.3850799501471719
PRR3.rescaled,13995.0,5548.0,13967.5,5643.5,4867.5,10471.0,9439.0,8798.0,10758.0,9444.0,92931.5,0.3850700060990162
FSD2.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,7757.0,10999.0,7730.0,7177.0,11506.0,92933.5,0.3850567473681419
MEIG1.rescaled,14583.5,14565.5,14668.0,14109.0,14758.5,5448.0,2450.0,4519.0,4765.0,3081.0,92947.5,0.3849639362520219
DYNC1H1.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,9708.0,8925.0,9631.0,7655.0,9267.0,92950.5,0.3849440481557105
ZNF669.rescaled,4821.5,9581.5,9520.0,9554.5,9573.5,8804.0,7396.0,11646.0,11766.0,10289.0,92952.0,0.3849341041075548
DBN1.rescaled,9535.0,3632.0,3641.5,3649.5,4867.5,13126.0,13552.0,13338.0,13590.0,14024.0,92955.5,0.3849109013285248
ZNF266.rescaled,4821.5,4840.5,9520.0,4845.0,9573.5,12392.0,11772.0,11647.0,11732.0,11812.0,92955.5,0.3849109013285248
FXN.rescaled,9535.0,9581.5,13721.0,9554.5,4867.5,10571.0,9928.0,9098.0,9732.0,6371.0,92959.5,0.3848843838667762
AOC3.rescaled,9535.0,4840.5,9520.0,2875.0,4867.5,12567.0,10680.0,13360.0,12563.0,12152.0,92960.0,0.3848810691840577
ZNF93.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,9478.0,8872.0,9439.0,8217.0,9197.0,92967.5,0.3848313489432792
GATM.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,10220.0,8157.0,8010.0,8425.0,10391.0,92967.5,0.3848313489432792
IFNAR1.rescaled,9535.0,9581.5,4815.5,9554.5,9573.5,11099.0,10593.0,8753.0,9342.0,10122.0,92969.0,0.3848214048951234
JMJD7.rescaled,4821.5,4840.5,3641.5,9554.5,3650.5,13322.0,13623.0,13342.0,12827.0,13352.0,92974.5,0.3847849433852192
MTMR8.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,5096.0,8252.0,12814.0,11262.0,7787.0,92975.5,0.384778314019782
SLC4A2.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8400.0,10031.0,7398.0,10320.0,9072.0,92985.5,0.3847120203654106
ROPN1.rescaled,9535.0,3632.0,3641.5,9554.5,3650.5,10306.0,11567.0,14041.0,13914.0,13151.0,92992.5,0.3846656148073506
TMOD1.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,9999.0,8544.0,8170.0,9380.0,9153.0,93010.5,0.384546286229482
PPP4R2.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8449.0,7855.0,11221.0,7518.0,10208.0,93015.5,0.3845131394022963
TRRAP.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,9457.0,9197.0,8778.0,8535.0,9295.0,93026.5,0.3844402163824878
RECQL5.rescaled,4821.5,3632.0,4815.5,2875.0,9573.5,13965.0,13413.0,14134.0,12819.0,12980.0,93028.5,0.3844269576516136
DNAJC25.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,10442.0,9559.0,7978.0,7887.0,9403.0,93033.5,0.3843938108244279
UPK1B.rescaled,9535.0,13769.0,13721.0,9554.5,14109.5,5073.0,6880.0,6895.0,7045.0,6460.0,93042.0,0.3843374612182122
NDRG2.rescaled,9535.0,4840.5,9520.0,4845.0,9573.5,13012.0,13040.0,9155.0,9355.0,10172.0,93048.0,0.3842976850255893
ZNF630.rescaled,9535.0,9581.5,9520.0,9554.5,4867.5,9766.0,9939.0,10514.0,10274.0,9504.0,93055.5,0.3842479647848108
INPP5A.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,9630.0,9348.0,9251.0,8109.0,8956.0,93058.5,0.3842280766884993
RPL13.rescaled,9535.0,3632.0,4815.5,9554.5,3650.5,12594.0,13433.0,12817.0,11178.0,11852.0,93061.5,0.3842081885921879
