,accuracy_diff_4.pkl,accuracy_diff_5.pkl,accuracy_diff_1.pkl,accuracy_diff_2.pkl,accuracy_diff_3.pkl,r2_diff_2.pkl,r2_diff_3.pkl,r2_diff_1.pkl,r2_diff_4.pkl,r2_diff_5.pkl,rank_total,rank_fin
SMURF1.rescaled,4821.5,4840.5,9520.0,4845.0,9573.5,12107.0,11099.0,12113.0,10733.0,11313.0,90965.5,0.3981033385484341
RAET1G.rescaled,9535.0,9581.5,4815.5,3649.5,4867.5,11547.0,11845.0,11729.0,11072.0,12330.0,90972.0,0.3980602476730928
RNF5.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8207.0,8960.0,9081.0,7795.0,9171.0,90978.5,0.3980171567977513
RNASE6.rescaled,9535.0,9581.5,4815.5,4845.0,4867.5,11375.0,13239.0,9128.0,12946.0,10652.0,90984.5,0.3979773806051284
TMEM171.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,10108.0,11689.0,6817.0,8157.0,6458.0,90993.5,0.3979177163161942
ATP1B1.rescaled,2847.5,4840.5,3641.5,4845.0,4867.5,14007.0,13911.0,14109.0,13966.0,13968.0,91003.0,0.3978547373445413
CSTF2T.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8246.0,8461.0,8440.0,9282.0,8815.0,91008.5,0.3978182758346371
EDEM3.rescaled,9535.0,9581.5,9520.0,4845.0,9573.5,10827.0,9071.0,9262.0,10915.0,7885.0,91015.0,0.3977751849592956
NPTX2.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,7289.0,9066.0,8111.0,10673.0,8114.0,91017.5,0.3977586115457028
FAM83F.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,6957.0,8427.0,10267.0,10313.0,7290.0,91018.5,0.3977519821802657
KCTD6.rescaled,9535.0,9581.5,9520.0,4845.0,9573.5,10748.0,10001.0,7125.0,9112.0,10978.0,91019.0,0.3977486674975471
MRPS10.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,9394.0,8375.0,9026.0,7714.0,8753.0,91026.5,0.3976989472567686
ISM1.rescaled,9535.0,9581.5,3641.5,4845.0,9573.5,9458.0,12388.0,10569.0,11161.0,10275.0,91027.5,0.3976923178913314
OR2AE1.rescaled,14119.0,14119.5,14112.0,14109.0,13735.0,4871.0,5631.0,3595.0,3098.0,3645.0,91034.5,0.3976459123332715
RHOT1.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,11141.0,7660.0,7583.0,9161.0,7732.0,91041.5,0.3975995067752115
PDK4.rescaled,3637.0,2859.5,4815.5,3649.5,4867.5,14205.0,14737.0,14445.0,13786.0,14040.0,91042.0,0.3975961920924928
ZNF778.rescaled,1877.0,13516.5,3641.5,3649.5,2895.0,12614.0,14316.0,10486.0,13624.0,14423.0,91042.5,0.3975928774097743
ZNF823.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8033.0,9097.0,8460.0,7801.0,9890.0,91045.5,0.3975729893134629
MYB.rescaled,9535.0,2316.0,13721.0,4845.0,3650.5,10271.0,9436.0,11970.0,13284.0,12026.0,91054.5,0.3975133250245286
CEND1.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,7581.0,9959.0,9139.0,8772.0,7841.0,91056.5,0.3975000662936544
BAZ2B.rescaled,3637.0,3632.0,4815.5,4845.0,9573.5,12224.0,13080.0,12940.0,12595.0,13722.0,91064.0,0.3974503460528757
KLHL28.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8761.0,7986.0,8634.0,9280.0,8640.0,91065.5,0.3974404020047201
FGF9.rescaled,9535.0,4840.5,9520.0,9554.5,4867.5,10425.0,10991.0,10662.0,10615.0,10055.0,91065.5,0.3974404020047201
SLC25A19.rescaled,9535.0,9581.5,9520.0,4845.0,9573.5,10341.0,10101.0,8565.0,9982.0,9022.0,91066.0,0.3974370873220015
SMAD4.rescaled,4821.5,9581.5,9520.0,9554.5,9573.5,9285.0,10280.0,7709.0,10316.0,10434.0,91075.0,0.3973774230330672
MBLAC2.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8586.0,9662.0,8491.0,9040.0,7534.0,91077.5,0.3973608496194744
WSB1.rescaled,4821.5,4840.5,4815.5,4845.0,4867.5,13554.0,13710.0,13061.0,13384.0,13183.0,91082.0,0.3973310174750073
SLC35E4.rescaled,4821.5,4840.5,9520.0,9554.5,3650.5,12031.0,11553.0,10884.0,11605.0,12624.0,91084.0,0.397317758744133
PPP1R27.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8762.0,8903.0,8711.0,8859.0,8092.0,91091.5,0.3972680385033544
RECQL.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8700.0,8853.0,8596.0,8876.0,8306.0,91095.5,0.3972415210416059
RNASET2.rescaled,2519.0,5574.5,4090.0,3649.5,3226.5,14233.0,14512.0,14563.0,14186.0,14547.0,91100.5,0.3972083742144202
PNP.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8313.0,7980.0,9359.0,8458.0,9233.0,91107.5,0.3971619686563602
FAM83H.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,10281.0,9410.0,6157.0,9254.0,8242.0,91108.5,0.397155339290923
HEYL.rescaled,4821.5,3632.0,2870.0,2875.0,3650.5,14640.0,14809.0,14734.0,14490.0,14587.0,91109.0,0.3971520246082045
AMMECR1L.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8691.0,8659.0,7758.0,8785.0,9458.0,91115.5,0.397108933732863
CST7.rescaled,13723.5,9581.5,4815.5,3649.5,9573.5,10812.0,10946.0,10415.0,7291.0,10313.0,91120.5,0.3970757869056773
RAB21.rescaled,4821.5,9581.5,9520.0,9554.5,9573.5,9814.0,9673.0,9771.0,9111.0,9702.0,91122.0,0.3970658428575216
FOXD4L1.rescaled,9535.0,9581.5,9520.0,9554.5,4867.5,9436.0,10693.0,7098.0,10493.0,10369.0,91147.5,0.3968967940388745
TMEM170A.rescaled,9535.0,9581.5,9520.0,4845.0,9573.5,9601.0,9358.0,10096.0,9360.0,9683.0,91153.0,0.3968603325289703
RAD17.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,7731.0,9395.0,8736.0,8922.0,8606.0,91154.5,0.3968503884808146
CDK5.rescaled,4821.5,9581.5,9520.0,9554.5,9573.5,9927.0,8819.0,7841.0,10621.0,10901.0,91160.0,0.3968139269709103
TMED4.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,9120.0,8509.0,8862.0,9140.0,7766.0,91161.5,0.3968039829227546
CRHR2.rescaled,13964.0,5640.5,3211.0,1174.5,3200.0,13341.0,12471.0,12229.0,12687.0,13248.0,91166.0,0.3967741507782875
MAP2K3.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,9483.0,9691.0,7803.0,8179.0,8248.0,91168.5,0.3967575773646946
RBM15.rescaled,9535.0,13769.0,9520.0,13719.0,9573.5,8856.0,5648.0,7460.0,4667.0,8427.0,91174.5,0.3967178011720718
FERMT1.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,7534.0,9856.0,9280.0,8221.0,8521.0,91176.5,0.3967045424411975
OXCT2.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,9015.0,9945.0,7137.0,8920.0,8399.0,91180.5,0.3966780249794489
GRAMD1A.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,9349.0,6079.0,9444.0,8799.0,9753.0,91188.5,0.3966249900559518
NADK.rescaled,14119.0,13769.0,13721.0,14322.5,13735.0,6792.0,3205.0,4867.0,3238.0,3434.0,91202.5,0.3965321789398318
CUL4B.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8407.0,8708.0,9019.0,9155.0,8159.0,91212.5,0.3964658852854604
CTDSP2.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8589.0,8378.0,8837.0,8426.0,9218.0,91212.5,0.3964658852854604
GPSM3.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,10384.0,9681.0,10978.0,5304.0,7106.0,91217.5,0.3964327384582747
CCL8.rescaled,9535.0,9581.5,2870.0,4845.0,2895.0,7347.0,13167.0,13460.0,13077.0,14442.0,91219.5,0.3964194797274005
UTRN.rescaled,9535.0,9581.5,9520.0,4845.0,9573.5,10088.0,11361.0,8309.0,8246.0,10175.0,91234.0,0.396323353928562
CHERP.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,10870.0,7279.0,7245.0,9646.0,8438.0,91242.5,0.3962670043223463
BIN3.rescaled,3637.0,3632.0,3641.5,3649.5,4867.5,14110.0,14324.0,14485.0,14277.0,14622.0,91245.5,0.3962471162260348
CDHR2.rescaled,13723.5,13769.0,9520.0,9554.5,9573.5,7477.0,6598.0,6425.0,7862.0,6746.0,91248.5,0.3962272281297234
CEP250.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8133.0,8642.0,8471.0,8194.0,10049.0,91253.5,0.3961940813025377
NELL2.rescaled,15054.5,14906.0,15064.0,15001.5,14971.5,3862.0,1159.0,3080.0,5414.0,2749.0,91261.5,0.3961410463790406
CHRNB2.rescaled,14871.5,14565.5,14629.0,14705.0,14241.5,1964.0,2674.0,3683.0,2701.0,7231.0,91265.5,0.396114528917292
TFCP2.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8728.0,9073.0,8050.0,8867.0,8789.0,91271.5,0.3960747527246692
ORC4.rescaled,9535.0,9581.5,9520.0,9554.5,4867.5,8730.0,10345.0,9484.0,10740.0,8920.0,91277.5,0.3960349765320463
LRRC7.rescaled,9535.0,4840.5,9520.0,4845.0,9573.5,10002.0,10645.0,10940.0,10990.0,10388.0,91279.0,0.3960250324838906
DGKB.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,9186.0,9170.0,8553.0,8328.0,8292.0,91293.5,0.3959289066850521
CCDC138.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,9803.0,9249.0,9178.0,6826.0,8477.0,91297.5,0.3959023892233035
MYCBP.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8968.0,8612.0,9406.0,9558.0,6991.0,91299.5,0.3958891304924292
DAND5.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,6363.0,7623.0,9682.0,9566.0,10305.0,91303.5,0.3958626130306807
LRRC56.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8327.0,8718.0,10253.0,8863.0,7380.0,91305.5,0.3958493542998064
RRP36.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8306.0,8235.0,9540.0,8630.0,8833.0,91308.5,0.395829466203495
PPCS.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,10604.0,9440.0,7419.0,7721.0,8361.0,91309.5,0.3958228368380578
CYP2C18.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8957.0,7594.0,9456.0,8766.0,8778.0,91315.5,0.395783060645435
ARHGAP6.rescaled,4821.5,13769.0,4815.5,9554.5,9573.5,11897.0,10760.0,9792.0,7366.0,8977.0,91326.0,0.3957134523083451
COL13A1.rescaled,14626.0,14382.0,14817.0,14831.0,14241.5,4305.0,3363.0,2597.0,2663.0,5518.0,91343.5,0.395597438413195
PI4KA.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,7144.0,10076.0,9938.0,7702.0,8720.0,91344.5,0.3955908090477579
WDR59.rescaled,9535.0,4840.5,9520.0,4845.0,3650.5,12174.0,12077.0,11772.0,13241.0,9699.0,91354.0,0.3955278300761051
SPAST.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8768.0,8671.0,8749.0,9224.0,8178.0,91354.5,0.3955245153933865
ZNF574.rescaled,14119.0,13769.0,5584.5,5643.5,4130.0,7256.0,10793.0,10098.0,9505.0,10462.0,91360.0,0.3954880538834823
UCHL5.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,9910.0,10097.0,7139.0,8892.0,7570.0,91372.5,0.395405186815518
TRAPPC8.rescaled,9535.0,4840.5,9520.0,9554.5,9573.5,9880.0,9880.0,9554.0,9709.0,9327.0,91373.5,0.3953985574500809
PEX11G.rescaled,9535.0,13769.0,9520.0,9554.5,13735.0,9063.0,5962.0,5336.0,4753.0,10146.0,91373.5,0.3953985574500809
CD79B.rescaled,4821.5,9581.5,9520.0,9554.5,9573.5,9492.0,8219.0,8389.0,11236.0,10996.0,91383.0,0.395335578478428
AARS2.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8874.0,7767.0,9569.0,8125.0,9285.0,91384.5,0.3953256344302723
AFF2.rescaled,9535.0,4840.5,9520.0,9554.5,9573.5,10876.0,7117.0,9572.0,11814.0,8990.0,91392.5,0.3952725995067752
APOBEC3C.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,7083.0,8645.0,10028.0,8003.0,9871.0,91394.5,0.3952593407759009
PMEPA1.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8570.0,8209.0,7924.0,10174.0,8758.0,91399.5,0.3952261939487153
SLC30A6.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8484.0,8506.0,7911.0,9174.0,9562.0,91401.5,0.3952129352178409
HSD3B1.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,9297.0,8106.0,9615.0,8331.0,8299.0,91412.5,0.3951400121980324
ATP8B1.rescaled,4821.5,2859.5,3641.5,4845.0,9573.5,13173.0,13238.0,12910.0,13453.0,12898.0,91413.0,0.3951366975153139
SPINK8.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,2080.0,9328.0,9039.0,10616.0,12594.0,91421.5,0.3950803479090982
SDK1.rescaled,9535.0,4840.5,9520.0,9554.5,9573.5,7939.0,12115.0,10722.0,8009.0,9614.0,91422.5,0.395073718543661
PNISR.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8833.0,6139.0,9930.0,9909.0,8858.0,91433.5,0.3950007955238525
GRN.rescaled,13723.5,4136.0,4815.5,1559.5,3650.5,11689.0,12873.0,13388.0,13479.0,12125.0,91439.0,0.3949643340139481
NUDT19.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,9415.0,8557.0,8895.0,8169.0,8642.0,91442.5,0.3949411312349181
TXNDC17.rescaled,9535.0,13769.0,9520.0,9554.5,9573.5,9210.0,9713.0,7103.0,5446.0,8023.0,91447.0,0.3949112990904511
RUFY1.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,9569.0,9041.0,8300.0,8798.0,7977.0,91449.5,0.3948947256768582
PHB2.rescaled,9535.0,4840.5,9520.0,9554.5,9573.5,10251.0,9389.0,10151.0,9277.0,9360.0,91451.5,0.3948814669459839
ABCA13.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8661.0,7656.0,9005.0,8982.0,9388.0,91456.5,0.3948483201187982
SUPT3H.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8463.0,8624.0,8679.0,8220.0,9716.0,91466.5,0.3947820264644268
DUXA.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8949.0,8425.0,9040.0,8643.0,8651.0,91472.5,0.394742250271804
TULP4.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8516.0,8881.0,6265.0,10830.0,9226.0,91482.5,0.3946759566174326
GK5.rescaled,9535.0,4840.5,9520.0,9554.5,9573.5,8350.0,11119.0,9836.0,9894.0,9265.0,91487.5,0.3946428097902469
ATG12.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8776.0,8283.0,10168.0,7440.0,9057.0,91488.5,0.3946361804248097
WIPF2.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,7729.0,8534.0,8918.0,8629.0,9914.0,91488.5,0.3946361804248097
SYPL1.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8385.0,8529.0,9596.0,8463.0,8759.0,91496.5,0.3945831455013125
UCP3.rescaled,4821.5,13769.0,13721.0,3649.5,2895.0,11564.0,9617.0,12208.0,10330.0,8940.0,91515.0,0.3944605022407255
CHD2.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,6704.0,9020.0,8556.0,9033.0,10438.0,91515.5,0.3944571875580069
STX7.rescaled,14119.0,9581.5,9520.0,9554.5,13735.0,6919.0,7020.0,7538.0,6809.0,6726.0,91522.0,0.3944140966826656
RAET1E.rescaled,2847.5,1905.0,4815.5,3649.5,4867.5,14807.0,14665.0,14791.0,14465.0,14719.0,91532.0,0.3943478030282941
CMPK1.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,9734.0,7472.0,8982.0,8545.0,9039.0,91536.5,0.394317970883827
UIMC1.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8026.0,10359.0,8456.0,9235.0,7696.0,91536.5,0.394317970883827
PQBP1.rescaled,13723.5,9581.5,9520.0,9554.5,9573.5,6806.0,8062.0,6131.0,9965.0,8620.0,91537.0,0.3943146562011084
ZNF350.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,6030.0,7979.0,9049.0,10414.0,10302.0,91538.5,0.3943047121529527
MALL.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8855.0,7046.0,9459.0,9088.0,9330.0,91542.5,0.3942781946912042
PHKB.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8431.0,9237.0,8097.0,8124.0,9915.0,91568.5,0.3941058311898385
MEP1B.rescaled,4821.5,2316.0,3641.5,3649.5,4867.5,14706.0,14606.0,14395.0,14666.0,13900.0,91569.0,0.3941025165071199
INTS10.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,11418.0,6521.0,7686.0,10263.0,7918.0,91570.5,0.3940925724589642
RBM18.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8021.0,8324.0,10060.0,9565.0,7845.0,91579.5,0.39403290817003
UBE2L3.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,9519.0,9580.0,8238.0,8367.0,8119.0,91587.5,0.3939798732465328
HIF3A.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,9838.0,9504.0,10504.0,7324.0,6654.0,91588.5,0.3939732438810956
NOL11.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,10911.0,9004.0,8473.0,7375.0,8062.0,91589.5,0.3939666145156585
POLE.rescaled,14748.5,14407.5,14619.0,14397.5,14732.0,3576.0,4270.0,4196.0,3014.0,3633.0,91593.5,0.39394009705391
MAT2A.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8650.0,9129.0,8546.0,9206.0,8301.0,91596.5,0.3939202089575986
DUSP22.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8870.0,7813.0,8680.0,9317.0,9154.0,91598.5,0.3939069502267243
MMP10.rescaled,4821.5,4840.5,9520.0,4845.0,3650.5,11576.0,13881.0,11468.0,13766.0,13236.0,91604.5,0.3938671740341014
GOLT1B.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8642.0,8531.0,9744.0,8838.0,8086.0,91605.5,0.3938605446686642
PTAFR.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,6708.0,9153.0,8376.0,9838.0,9768.0,91607.5,0.39384728593779
PEX19.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8886.0,8883.0,9559.0,7717.0,8800.0,91609.5,0.3938340272069157
PAOX.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,7495.0,9561.0,9426.0,9036.0,8344.0,91626.5,0.3937213279944843
SUDS3.rescaled,9535.0,2859.5,3641.5,9554.5,4867.5,11738.0,13843.0,12023.0,12356.0,11216.0,91634.0,0.3936716077537058
NFATC3.rescaled,13723.5,4136.0,4815.5,3649.5,13735.0,7131.0,12755.0,12115.0,10308.0,9276.0,91644.5,0.3936019994166159
ILVBL.rescaled,9535.0,9581.5,9520.0,4845.0,9573.5,10153.0,9160.0,9373.0,10452.0,9471.0,91664.0,0.3934727267905916
SLC30A9.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,11051.0,9992.0,5948.0,8759.0,8164.0,91678.5,0.3933766009917531
ZNRF1.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,7907.0,9879.0,8362.0,8500.0,9273.0,91685.5,0.3933301954336931
TEX12.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,10514.0,5364.0,10332.0,11273.0,6442.0,91689.5,0.3933036779719445
PGAP3.rescaled,4821.5,2859.5,9520.0,3649.5,3650.5,13452.0,13508.0,12782.0,14004.0,13451.0,91698.0,0.3932473283657288
IL1B.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,12183.0,9756.0,7812.0,7741.0,6472.0,91728.5,0.393045132719896
PIP5KL1.rescaled,2847.5,4840.5,3641.5,3649.5,3650.5,14716.0,14451.0,14987.0,14363.0,14593.0,91739.5,0.3929722097000875
FIZ1.rescaled,13723.5,9581.5,9520.0,9554.5,9573.5,9860.0,6613.0,7631.0,9846.0,5837.0,91740.0,0.392968895017369
KRT13.rescaled,4821.5,4840.5,4815.5,4845.0,9573.5,13093.0,13468.0,11983.0,13554.0,10764.0,91758.0,0.3928495664395004
CCL21.rescaled,4821.5,4840.5,4815.5,2875.0,4867.5,14190.0,13822.0,14627.0,14384.0,12517.0,91760.0,0.3928363077086261
SURF2.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,10145.0,10295.0,8598.0,7750.0,7213.0,91765.5,0.3927998461987219
PDPR.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8796.0,9648.0,7372.0,9265.0,8927.0,91772.5,0.3927534406406618
PLD3.rescaled,2847.5,1574.5,3641.5,4845.0,9573.5,14141.0,13406.0,14021.0,14158.0,13566.0,91774.0,0.3927434965925062
SLC35F5.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8683.0,8756.0,9544.0,8779.0,8249.0,91775.5,0.3927335525443505
SYT6.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,10161.0,8282.0,11144.0,8248.0,6184.0,91783.5,0.3926805176208533
CHURC1.rescaled,9535.0,9581.5,4815.5,4845.0,9573.5,9898.0,10182.0,12052.0,11214.0,10088.0,91784.5,0.3926738882554161
SERPINB1.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8418.0,9423.0,8853.0,8972.0,8355.0,91785.5,0.392667258889979
NAP1L2.rescaled,9535.0,9581.5,9520.0,4845.0,9573.5,3562.0,11331.0,11176.0,9210.0,13457.0,91791.0,0.3926307973800748
SLC26A7.rescaled,9535.0,4840.5,4815.5,9554.5,9573.5,11174.0,10015.0,10943.0,10609.0,10745.0,91805.0,0.3925379862639548
RAB11FIP5.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8364.0,8091.0,9768.0,10217.0,7604.0,91808.5,0.3925147834849248
COMMD10.rescaled,9535.0,9581.5,9520.0,9554.5,4867.5,9732.0,9730.0,9854.0,9297.0,10149.0,91820.5,0.3924352310996791
SLC5A11.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,9953.0,8738.0,9566.0,9578.0,6231.0,91830.5,0.3923689374453077
CD164.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8435.0,8800.0,8828.0,8946.0,9063.0,91836.5,0.3923291612526849
ANGEL2.rescaled,2296.0,5640.5,5584.5,1054.5,3650.5,14770.0,14759.0,14860.0,14619.0,14603.0,91837.0,0.3923258465699663
TERF1.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,9686.0,8842.0,7608.0,10446.0,7495.0,91841.5,0.3922960144254992
HCRTR1.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8697.0,8678.0,9220.0,8566.0,8919.0,91844.5,0.3922761263291877
MAP6D1.rescaled,3637.0,3632.0,3641.5,4845.0,3650.5,14599.0,14673.0,14529.0,14312.0,14328.0,91847.0,0.3922595529155949
DIABLO.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,7269.0,10005.0,6616.0,10832.0,9362.0,91848.5,0.3922496088674392
PLS3.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,7280.0,9047.0,9586.0,9882.0,8295.0,91854.5,0.3922098326748163
RBM47.rescaled,4821.5,3632.0,4815.5,4845.0,9573.5,13382.0,13259.0,12341.0,12554.0,12634.0,91857.5,0.392189944578505
IL18RAP.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,5515.0,9946.0,11185.0,9981.0,7468.0,91859.5,0.3921766858476306
AMMECR1.rescaled,9535.0,9581.5,9520.0,9554.5,13735.0,9955.0,7372.0,9760.0,6033.0,6816.0,91862.0,0.3921601124340378
PLEKHG2.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8633.0,8697.0,9608.0,9405.0,7757.0,91864.5,0.3921435390204449
CHD3.rescaled,5565.0,4136.0,1539.0,4130.5,4130.0,14568.0,14371.0,14432.0,14700.0,14293.0,91864.5,0.3921435390204449
FBLIM1.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,9007.0,10369.0,7201.0,8301.0,9223.0,91865.5,0.3921369096550078
TSEN54.rescaled,9535.0,9581.5,9520.0,4845.0,4867.5,8609.0,11876.0,10492.0,11613.0,10927.0,91866.0,0.3921335949722893
DEDD.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8522.0,8089.0,8885.0,9105.0,9512.0,91877.5,0.3920573572697621
CAMK2G.rescaled,13723.5,13769.0,9520.0,9554.5,9573.5,6041.0,7849.0,7825.0,5820.0,8203.0,91878.5,0.392050727904325
DPF3.rescaled,13995.0,14460.5,14668.0,14850.5,14819.0,4897.0,3489.0,3705.0,2350.0,4653.0,91887.0,0.3919943782981093
RAVER2.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8836.0,10830.0,8658.0,8308.0,7498.0,91894.5,0.3919446580573307
GSTK1.rescaled,14119.0,9581.5,13721.0,14322.5,13735.0,7723.0,5714.0,5567.0,4060.0,3357.0,91900.0,0.3919081965474265
BAIAP2.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8340.0,9917.0,7189.0,9971.0,8727.0,91908.5,0.3918518469412108
YTHDC1.rescaled,2847.5,4840.5,9520.0,4845.0,9573.5,10723.0,11749.0,12919.0,11295.0,13608.0,91920.5,0.3917722945559651
PDE9A.rescaled,9535.0,4840.5,3641.5,9554.5,4867.5,10598.0,11266.0,12692.0,12406.0,12521.0,91922.0,0.3917623505078094
RPS9.rescaled,4821.5,2859.5,9520.0,3649.5,9573.5,11847.0,12743.0,12684.0,12076.0,12166.0,91940.0,0.3916430219299408
EIF3J.rescaled,9535.0,4840.5,4815.5,9554.5,4867.5,11588.0,11477.0,12475.0,11852.0,10938.0,91943.0,0.3916231338336294
HSPA14.rescaled,9535.0,13769.0,13721.0,13719.0,13735.0,5036.0,5232.0,5630.0,6074.0,5500.0,91951.0,0.3915700989101323
TAF2.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,9617.0,8313.0,8247.0,10788.0,7223.0,91952.5,0.3915601548619766
SIVA1.rescaled,4821.5,9581.5,13721.0,14109.0,13735.0,7183.0,6282.0,8021.0,7685.0,6828.0,91967.0,0.391464029063138
PPP2R3C.rescaled,9535.0,9581.5,9520.0,4845.0,9573.5,10263.0,7727.0,10622.0,10801.0,9500.0,91968.0,0.3914573996977009
RASD1.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,10027.0,7833.0,8417.0,8398.0,9542.0,91981.5,0.3913679032642995
DHRS4.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,7049.0,9334.0,10990.0,6791.0,10067.0,91995.5,0.3912750921481795
TRMT5.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8794.0,9226.0,9417.0,6715.0,10086.0,92002.5,0.3912286865901195
FOXA1.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,10451.0,7808.0,8855.0,6522.0,10604.0,92004.5,0.3912154278592453
CHD1L.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,8443.0,9242.0,8559.0,7785.0,10212.0,92005.5,0.3912087984938082
