	SHAP Value
GPR65.rescaled	0.0005682312200961174
TAT.rescaled	-0.0005682099389715168
ANKRD22.rescaled	0.000568063428672762
HRK.rescaled	0.0005679977628948181
LILRA5.rescaled	0.0005679106161804559
CD72.rescaled	0.0005677884626312219
CARD17.rescaled	0.0005676721061303899
PRKCQ.rescaled	0.0005671198235051622
NEK11.rescaled	-0.0005670758138785403
ARHGAP40.rescaled	-0.0005661972863369733
HORMAD1.rescaled	0.0005661737895231518
C1QA.rescaled	0.0005658002113508209
RAPGEF3.rescaled	-0.0005655378562696693
CD300E.rescaled	0.0005645705394882853
TMEM150B.rescaled	0.0005645515852747519
CCNO.rescaled	-0.0005641554712811465
CARD9.rescaled	0.0005639689836284015
KLHDC7B.rescaled	0.0005637695704934353
RNF215.rescaled	-0.0005626519417647471
KIF12.rescaled	-0.0005619765457320718
SP140.rescaled	0.000561864509211917
GRIA4.rescaled	-0.0005612143578631005
SLC7A5.rescaled	0.0005611816532329238
CCDC125.rescaled	-0.0005611706218373872
CREB3L4.rescaled	-0.0005609452774075105
CLSPN.rescaled	0.0005605079657901022
CDC25A.rescaled	0.0005603941986236453
S1PR4.rescaled	0.0005602758484009616
MUC1.rescaled	-0.0005600785448082879
SYT17.rescaled	-0.0005597414958893155
ORC1.rescaled	0.000559660531394487
XCL1.rescaled	0.0005586306456239728
PTPRC.rescaled	0.0005585800494242117
DNAH5.rescaled	-0.0005585427804857455
A2ML1.rescaled	0.0005584871204349797
SOWAHB.rescaled	-0.0005584845174349077
WAS.rescaled	0.0005584329638631832
FAM172A.rescaled	-0.0005575132674521677
CD3D.rescaled	0.0005574436862674039
NCF2.rescaled	0.0005571854426597916
CTSC.rescaled	0.000557179290237976
SALL2.rescaled	-0.000556661825249885
APH1B.rescaled	-0.0005566139053594968
SLC44A5.rescaled	-0.0005552526779808899
SLC7A8.rescaled	-0.0005548210823375584
FAM78A.rescaled	0.0005547411416780382
ARHGAP4.rescaled	0.0005546438419323355
PILRA.rescaled	0.0005539232600692886
CLEC4E.rescaled	0.0005535132268058098
EEF1A2.rescaled	-0.0005534246992245707
IFIT2.rescaled	0.0005531930410222255
RELT.rescaled	0.0005523710433944838
PLEKHO1.rescaled	0.0005516638383073437
EOMES.rescaled	0.0005514741007770458
CDC20.rescaled	0.0005514686859081718
GATA3.rescaled	-0.0005512474368458692
TAP2.rescaled	0.0005507546231220166
GZMH.rescaled	0.0005504295126183581
SCUBE1.rescaled	-0.0005499910574108071
DLGAP5.rescaled	0.0005499732043464481
PIP.rescaled	-0.0005499702302933574
NTN4.rescaled	-0.000549829917694589
GRIK4.rescaled	-0.0005494590624024093
CD4.rescaled	0.0005489204297920331
C11orf91.rescaled	0.0005480791651386917
LRG1.rescaled	-0.000547921711839852
GABBR2.rescaled	0.0005477296262485836
GMFG.rescaled	0.0005477100209887661
SIGLEC10.rescaled	0.0005474592180671639
SEL1L3.rescaled	0.0005473512377676782
C1QC.rescaled	0.0005471385779076331
CCL18.rescaled	0.0005469895663647178
NKG7.rescaled	0.0005467968268191101
CRTAM.rescaled	0.0005466125869813379
VGLL1.rescaled	0.0005458306818845872
SUCNR1.rescaled	0.0005449796689400479
CYP4X1.rescaled	-0.000544481273788137
SAMD9L.rescaled	0.000544306762490738
MELK.rescaled	0.0005438245685585703
SIAE.rescaled	-0.0005437572416087319
P2RY6.rescaled	0.0005437155109558685
CDC25B.rescaled	0.0005436454228580759
APBB1IP.rescaled	0.000542804098680434
HEMK1.rescaled	-0.0005425900081152059
IL10RA.rescaled	0.0005424657062531302
ACAP1.rescaled	0.0005421224860907744
MS4A6A.rescaled	0.0005418904688252844
CDCA8.rescaled	0.0005411003189419275
COG2.rescaled	-0.0005399944898188013
SLC2A6.rescaled	0.0005395422753105282
TIGD6.rescaled	-0.0005395257294152744
EML4.rescaled	0.0005389216602034646
MAP4K1.rescaled	0.0005385282428192423
SPEF1.rescaled	-0.0005381272225382433
SNX10.rescaled	0.0005381138255910768
GCH1.rescaled	0.0005369954349628085
CENPA.rescaled	0.0005369776394890687
BUB1.rescaled	0.0005367385155824173
TBC1D9.rescaled	-0.0005365702286998446
PRR15.rescaled	-0.0005363435311354254
AGR2.rescaled	-0.000535720982217924
NOSTRIN.rescaled	-0.0005356271992695737
CCL4L2.rescaled	0.0005353360662230103
DNALI1.rescaled	-0.0005352928043687313
PIK3CD.rescaled	0.0005349186807272797
ATP8B1.rescaled	-0.0005347800903362362
PAG1.rescaled	0.0005344422361374161
TMEM45B.rescaled	-0.0005344226266522587
SPN.rescaled	0.0005341396663255977
GAMT.rescaled	-0.0005341106254985183
CTRL.rescaled	0.0005340194234779039
CCNB2.rescaled	0.0005339597156304759
NUP93.rescaled	0.0005338888851845057
TLX1.rescaled	0.0005338116323987896
SETBP1.rescaled	-0.0005336901916342638
NLRC3.rescaled	0.0005335775989012506
RIPK2.rescaled	0.0005333972856488788
TMEM171.rescaled	0.0005330076259601275
DUSP4.rescaled	-0.000532991637104479
IGSF9B.rescaled	-0.0005325956489826988
LCP1.rescaled	0.0005325738820659616
ARHGAP30.rescaled	0.0005322246577212646
C2.rescaled	0.0005317709381082274
LILRA6.rescaled	0.0005316019163149691
NBEA.rescaled	-0.0005315156154333591
SAMHD1.rescaled	0.00053078467419713
SPDEF.rescaled	-0.000530692528789445
HAVCR2.rescaled	0.0005306162147475998
ZNF214.rescaled	-0.000530519796503696
IL15RA.rescaled	0.0005303432901364305
LAMA3.rescaled	-0.0005293259105563365
ZBTB16.rescaled	-0.0005289921819749336
SOWAHD.rescaled	0.0005289434162626545
CD83.rescaled	0.0005289411391417063
TPRN.rescaled	-0.0005287749215479455
ABI3.rescaled	0.0005283863786248415
AURKB.rescaled	0.0005280866275579732
CYB5R1.rescaled	-0.0005279665404999224
TBX3.rescaled	-0.0005277031541855568
ALG11.rescaled	-0.0005273364021273053
CENPI.rescaled	0.0005273219484890311
ZBTB32.rescaled	0.0005271939547068284
SERPINB9.rescaled	0.0005269361313552892
TCL1A.rescaled	0.0005267229879195998
CD2.rescaled	0.0005266130813381147
ADCY7.rescaled	0.0005261927899588212
SASH3.rescaled	0.0005257574368662116
KCNAB2.rescaled	0.0005257345554862928
FAM72D.rescaled	0.0005256422393069534
CMBL.rescaled	-0.0005252127834968453
CYP4F11.rescaled	-0.0005251831814190835
PDZK1.rescaled	-0.0005250573289565222
EIF2AK2.rescaled	0.0005250030857442054
CD84.rescaled	0.0005249260265268885
CD8A.rescaled	0.0005248062876288538
SLCO5A1.rescaled	0.0005241006761636561
SLAMF7.rescaled	0.0005240654382748309
DACH1.rescaled	-0.0005235624843347274
RAD54L.rescaled	0.0005233851182087545
KIF16B.rescaled	-0.0005233541478122776
HCK.rescaled	0.0005233502601012066
RUNX3.rescaled	0.0005232977039166661
RASAL3.rescaled	0.0005231407532443146
MYBL2.rescaled	0.0005229769401031328
SOD2.rescaled	0.0005228030041901323
DAPP1.rescaled	0.0005223861836324293
SLC15A3.rescaled	0.0005222490383036695
EFCAB6.rescaled	-0.0005216284288784353
ZNF281.rescaled	-0.0005215377648773735
FANCA.rescaled	0.0005212395294577768
STAT4.rescaled	0.0005207592689954535
IGF2BP2.rescaled	0.0005205516948181744
PSTPIP1.rescaled	0.0005204848015472347
SCIMP.rescaled	0.0005203897327918413
IGF2BP3.rescaled	0.0005203449208977614
CDCA5.rescaled	0.0005201906098605695
CHFR.rescaled	0.0005201888455139598
CCL20.rescaled	0.0005198843638833621
TMEM25.rescaled	-0.0005198772509587044
WNT10A.rescaled	0.0005197974019720815
UBASH3B.rescaled	0.0005197488837330277
PIF1.rescaled	0.0005195389931270112
DHRS2.rescaled	-0.0005193108647192268
TRPV2.rescaled	0.0005190287993378872
RASEF.rescaled	-0.000518918395391047
RORC.rescaled	-0.0005186991083903526
IFT140.rescaled	-0.000518395799837563
DOK7.rescaled	-0.0005183834629846868
OLR1.rescaled	0.0005183676032590365
GZMM.rescaled	0.0005182992900639839
VNN2.rescaled	0.0005182908316189805
CCL13.rescaled	0.0005177838642315376
EVI2B.rescaled	0.0005175749066626249
ARL9.rescaled	0.0005175699473017954
AGXT2.rescaled	-0.0005173579270184325
TSPAN32.rescaled	0.0005171780843688154
MSX2.rescaled	-0.0005170297610886101
INA.rescaled	0.0005169725937651787
B2M.rescaled	0.0005166253650459819
IFRD1.rescaled	0.0005164144596012959
CENPN.rescaled	0.000516239399303411
PSME2.rescaled	0.0005159844558471148
ARHGAP25.rescaled	0.0005159327709070416
LY9.rescaled	0.0005159070089022328
TRAF1.rescaled	0.0005158857377126488
ELOVL5.rescaled	-0.0005157649196269463
FSIP1.rescaled	-0.0005156740049451073
B3GNT5.rescaled	0.0005153313039612251
FGD2.rescaled	0.0005151554795161794
GPR174.rescaled	0.0005151004692974278
FITM2.rescaled	-0.0005150921929009928
GNGT2.rescaled	0.0005150680515523429
TTC36.rescaled	-0.0005149584307452141
TTK.rescaled	0.0005148956393332644
MYOZ3.rescaled	-0.0005148292517314118
TNFAIP8L2.rescaled	0.0005147678811186311
CBX7.rescaled	-0.0005147554763666717
AIF1.rescaled	0.000514646443925261
CYBB.rescaled	0.0005146145154714042
TYROBP.rescaled	0.0005145813073468294
HCLS1.rescaled	0.0005139866185004284
FAM72A.rescaled	0.0005139150400745103
C5orf38.rescaled	-0.0005138202374841175
GBP7.rescaled	0.0005128514415630743
MYO1F.rescaled	0.0005127875612525797
UCP1.rescaled	-0.0005122161742883264
ARFIP2.rescaled	-0.000512128616730762
TMSB15A.rescaled	0.000512014211559107
DNAJC12.rescaled	-0.0005120089532636004
MCM10.rescaled	0.0005117452259109876
EPB41L4A.rescaled	-0.0005116496038284242
IL2RG.rescaled	0.0005116195105194514
IFT46.rescaled	-0.0005115915230426706
ESPL1.rescaled	0.0005115713262284896
PTCRA.rescaled	0.0005107343490760361
SAMSN1.rescaled	0.0005101964598269853
LAX1.rescaled	0.0005099751853463228
BCAM.rescaled	-0.0005094955402518432
FOXM1.rescaled	0.0005094893245683689
OAS1.rescaled	0.0005094074242173828
NCAPH.rescaled	0.0005093668372093671
MYD88.rescaled	0.0005093369654435543
IGSF6.rescaled	0.0005093137569770807
TMC8.rescaled	0.0005090994256942188
NPY1R.rescaled	-0.0005090713933503691
PRKCB.rescaled	0.0005086784709610155
OSM.rescaled	0.0005086289472694205
GNLY.rescaled	0.0005084802071271733
SLC11A1.rescaled	0.0005083532830725072
GPR18.rescaled	0.0005075828876165295
ITGB2.rescaled	0.0005073660239681935
PTTG1.rescaled	0.0005073326659680286
SELPLG.rescaled	0.0005071140900812311
RAET1L.rescaled	0.0005070111242314716
ATP7B.rescaled	-0.0005068569785169236
ARSG.rescaled	-0.0005068016942646485
PRLR.rescaled	-0.0005067711168676298
DAPK1.rescaled	0.0005066835221604595
STIL.rescaled	0.0005066109931636965
ULBP3.rescaled	0.0005065254700016372
NRIP3.rescaled	-0.0005062488000909833
IL6ST.rescaled	-0.0005061971268522871
LST1.rescaled	0.0005061657637189357
ACBD4.rescaled	-0.0005056027720215116
STC2.rescaled	-0.000505161264150615
ABCD2.rescaled	0.0005048070647943588
TNFAIP3.rescaled	0.0005048004035199698
CLEC4A.rescaled	0.0005046842700584209
CLEC4C.rescaled	0.0005046186370835601
KCNA3.rescaled	0.0005043167170552357
PTPN13.rescaled	-0.0005039986124796702
CTSS.rescaled	0.0005036618913215725
GP2.rescaled	-0.0005034784151958878
SHISA2.rescaled	-0.0005029812579204943
SAMD3.rescaled	0.0005029499992090845
FPR1.rescaled	0.0005029148495913724
THRB.rescaled	-0.000502709190035448
CACNG4.rescaled	-0.0005026549800284468
KIF4A.rescaled	0.0005020306830382297
CSF2.rescaled	0.000501930776129633
UNC119B.rescaled	-0.0005019077428890525
LIMD2.rescaled	0.0005018423349735549
GPR25.rescaled	0.0005015942587520694
INHBB.rescaled	-0.0005014066000627532
PTPRCAP.rescaled	0.0005012639876542205
FAAH.rescaled	-0.0005011632982439376
CD48.rescaled	0.0005010553886594389
GPD1L.rescaled	-0.0005009957142932827
FCRL3.rescaled	0.0005008370675864774
IL9R.rescaled	0.0005006799812835415
CEACAM4.rescaled	0.0005006067350584518
ACER2.rescaled	-0.0005005141177111674
PRKX.rescaled	0.000500045062628323
ABCA8.rescaled	-0.000499997477287104
CCDC74B.rescaled	-0.0004999922288100859
KRT86.rescaled	0.0004997291500839193
CXCR4.rescaled	0.0004996859857131233
SPARCL1.rescaled	-0.0004996117136157955
MLEC.rescaled	-0.0004993438990469198
IFIT1.rescaled	0.000499336472235882
CCNA2.rescaled	0.0004991867722346894
POLR3H.rescaled	-0.0004989580364959928
CCDC74A.rescaled	-0.0004989109992585851
PTGER3.rescaled	-0.000498717457620268
FMNL1.rescaled	0.0004986771502172268
RPRM.rescaled	0.0004986684920986052
NOVA1.rescaled	-0.0004984877998777825
IL12B.rescaled	0.0004980939428726438
ST8SIA1.rescaled	0.0004980709980927918
ITGAL.rescaled	0.0004980380556249346
C14orf132.rescaled	-0.0004979642488869868
MTHFR.rescaled	-0.0004978531399304211
TMPRSS6.rescaled	-0.0004975258912621222
CATSPERG.rescaled	-0.0004973930499051444
DNMBP.rescaled	-0.0004973610909945329
EZH2.rescaled	0.0004973374824981196
KISS1R.rescaled	-0.000497307387387693
IL15.rescaled	0.0004969800423231312
RAD51AP1.rescaled	0.0004968516194384167
SPIB.rescaled	0.0004967634232407266
SIGLEC7.rescaled	0.0004964712479488828
SRSF12.rescaled	0.000496379567637587
SLC7A3.rescaled	-0.0004959859729564595
LEMD1.rescaled	0.0004959778877623368
ARRB2.rescaled	0.0004959654226479581
DBX2.rescaled	-0.0004958796187543009
CORO1A.rescaled	0.0004953778489226856
FAM174B.rescaled	-0.0004950792497868879
IRF1.rescaled	0.0004950503338099755
STK17A.rescaled	0.0004946319818416897
SLC1A3.rescaled	0.0004945511056714534
ARNTL2.rescaled	0.0004943755369509366
