	feature_importance
C19orf48.rescaled	0.06392831527305076
TNFRSF18.rescaled	0.06391713081870934
C11orf71.rescaled	-0.06390248054283922
MYBL1.rescaled	0.063790925787593
STAT1.rescaled	0.06378968962753757
UQCR10.rescaled	0.06375314929591298
SNX22.rescaled	0.06370524323948853
E2F2.rescaled	0.06356624908943569
KLK6.rescaled	0.06353570415284819
RNF26.rescaled	-0.06353095382080637
VGLL1.rescaled	0.06337460506002504
IL2RA.rescaled	0.06335511843934097
CEP55.rescaled	0.06331054697321888
CALML6.rescaled	0.06328747720298845
MKRN3.rescaled	0.06328350354936871
CRABP1.rescaled	0.06327482474642669
PLEKHH2.rescaled	-0.06326563490645479
HPRT1.rescaled	0.0631401241738021
LARP1B.rescaled	0.06313430329655378
PRKCSH.rescaled	0.06312633454115843
PTCHD3.rescaled	-0.06303638820917107
ARHGAP26.rescaled	0.06291168469850095
TKT.rescaled	0.06290860466173025
HYDIN.rescaled	-0.06289672224103396
PROC.rescaled	0.06287479768480288
CCR8.rescaled	0.06285865133807486
PON3.rescaled	0.06281226280763097
CPA6.rescaled	0.06276418655166348
MMP25.rescaled	0.06275157344614253
SEC14L5.rescaled	0.06268835697783191
SLC10A5.rescaled	0.06266267342738913
RPAP3.rescaled	0.06247069546219914
NEK3.rescaled	-0.062466169645693397
IFT46.rescaled	-0.06237446703370311
DIAPH3.rescaled	0.06236533019986921
AGXT2.rescaled	0.06235621102494065
VPS36.rescaled	-0.06234936379805645
CA4.rescaled	-0.0623190026873458
IGFL4.rescaled	0.06225501635563069
TGOLN2.rescaled	-0.062234526619083394
RIMBP3B.rescaled	0.06222500231304183
CDK1.rescaled	0.06222285320871857
HAUS6.rescaled	0.06221868382382871
PBOV1.rescaled	-0.06216435232588973
LRRC10B.rescaled	0.06211467158047596
RNF214.rescaled	-0.06208212492967446
SIK3.rescaled	-0.06207186199095817
SLC30A8.rescaled	0.062032598959563014
TAS2R10.rescaled	0.0620308385003097
SLC23A1.rescaled	0.06203073275298083
TDRD5.rescaled	-0.06202194796372993
FUT9.rescaled	0.06201469687961271
BMP8B.rescaled	0.062007209652903114
PCSK7.rescaled	-0.0619343734641548
IL2.rescaled	0.061910339244887584
KPNA2.rescaled	0.061879220007138865
TMPRSS3.rescaled	-0.06187157239653415
RAD51AP1.rescaled	0.061849839033709005
ASNS.rescaled	0.061800075897859026
EZH2.rescaled	0.061792254407811234
DHRS1.rescaled	-0.06176954175989431
C6orf120.rescaled	-0.06173489397902778
BRIP1.rescaled	0.061680063049414396
MAPK15.rescaled	0.06167928047137808
S1PR5.rescaled	0.06162179316320095
FCHO1.rescaled	0.061567400972461314
UBE2T.rescaled	0.061562164623294134
NLGN1.rescaled	-0.061540309889147306
RASD2.rescaled	0.06152538569100901
MLXIPL.rescaled	0.061515700027448536
OR7C1.rescaled	0.061508666084028434
ZNF883.rescaled	0.06148589430184903
OR51E2.rescaled	0.06146742362249908
PROX2.rescaled	0.061443808152385516
AHCYL1.rescaled	-0.061421565770324836
C11orf94.rescaled	0.061374053404648715
KCNC1.rescaled	0.06135974294844774
ANLN.rescaled	0.06133493192017589
SYN2.rescaled	-0.06132166379995979
QRICH2.rescaled	0.06128456054133576
CCR6.rescaled	0.06115181912978989
DNAJC22.rescaled	0.061092938008777735
ANKRD42.rescaled	-0.061071126651666495
KANK3.rescaled	-0.06104901299938146
C8G.rescaled	0.060992017114037254
TUBA1B.rescaled	0.06096935986500329
TRIM8.rescaled	-0.060960614143423526
BRCA1.rescaled	0.06095006755321709
SPC25.rescaled	0.06092884990889048
KLK11.rescaled	0.06091300609009268
CPSF4L.rescaled	0.06086434204656884
ATP10B.rescaled	0.06072683384650004
PSME2.rescaled	0.06064612419646056
ENPP1.rescaled	0.06063573527985908
CRTAM.rescaled	0.0606244788556576
FAM102A.rescaled	-0.06061274802404612
ZNF367.rescaled	0.060560743671207076
FOXC2.rescaled	0.060553517284108224
GLB1L.rescaled	-0.06054158483858593
GMNN.rescaled	0.0605319842727046
KCNIP1.rescaled	-0.060529585481302356
CCDC77.rescaled	0.060513468157550175
